5.713628232501823554e-06,7.209103121018666839e-05,9.344425688947962706e-06,1.323191627487303494e-15,1.350810815762895261e-06,3.758079440447516755e-06,1.995601791115906069e-12,6.332982588208855638e-14,4.326293975038706246e-13,2.542925468763944830e-06,3.581563722260409321e-06,1.156720913442929285e-04,0.000000000000000000e+00,2.187069588374380936e-06,8.018457493880419004e-06,3.996262539584880086e-13,4.321432248125345978e-14,9.171068128995406608e-06,1.200934674970658197e-12,3.623797703938533331e-04,9.853172422579651658e-05,3.532268674980679088e-14,8.169951322423526561e-15,1.539652905476668725e-05,2.501835507937315771e-13,6.185719724343319026e-12,2.884032966933056666e-13,5.336367969214869091e-14,5.378850027783633469e-13,7.620081424062401200e-04,2.111790570641537047e-13,3.675557791931365350e-13,4.045644842067964863e-15,5.173855196187017247e-15,3.834881310753331662e-15,1.677489688713201002e-06,8.439800817159797287e-12,2.938948072872843069e-14,1.456818225696569108e-15,1.395617676048948356e-15,4.619375005779517800e-14,1.086841200827366534e-13,4.296675641808036421e-04,8.329005306735107690e-14,1.975626155709783141e-15,1.663545299092410836e-15,1.893433788185778273e-15,2.122425537599742839e-13,2.370302538170520105e-04,3.427784468317271969e-14,1.753750371704848167e-14,1.713274699138469497e-14,7.239746661436902686e-14,2.144766740179227597e-14,2.815127883396635199e-14,3.228692888031020973e-14,2.163908437527946954e-15,2.050168480613591217e-15,1.933988858660028039e-06,1.422247999259323153e-13,2.232744127489002209e-15,1.589276499324739779e-14,2.555827599932723573e-15,2.708101144610212701e-14,4.622558548845787813e-15,1.582499501128739328e-15,2.506035491746625623e-15,2.347022451670178258e-15,3.892569723127266411e-15,1.421270394295948985e-15,1.496010175166341966e-15,1.558169520870230253e-15,1.590153778196907062e-15,1.921258023947943093e-15,2.908465221456583323e-15,1.733694475695331148e-15,1.870219284598132145e-15,1.805962952090718181e-15
2.500311994834428548e-13,7.559836122761351223e-05,2.059963280523708073e-13,1.719551254644000363e-15,5.766461494772515095e-13,4.423980441998163083e-13,8.963861873008180568e-06,1.182526737011751338e-13,7.103928639196039097e-06,3.765836497650678657e-13,1.166014815923764116e-13,1.598120122422349440e-13,1.605331205623871609e-15,3.870682600193129011e-13,4.673814077695006724e-13,2.678549439813607312e-05,7.076493245008862996e-14,1.402662378299487109e-12,3.579978968896233688e-04,2.881118344658263093e-13,5.637274532585235370e-13,5.486806839185749574e-14,9.454010642480529579e-15,2.569753521824915329e-13,1.583451560470225778e-12,3.668584818499939364e-05,2.707212826284726751e-12,9.393251563028208418e-14,2.864601752101282443e-04,1.812996290486231717e-11,1.002753247945697960e-12,9.760573046479024007e-04,4.387287918808242511e-15,5.709013282041530462e-15,4.144628938952958976e-15,9.428211883952778670e-12,2.222895001057475573e-05,4.359330749243447802e-14,1.520219725546090667e-15,1.462904904430828250e-15,7.722395527326651595e-14,2.535208827579266469e-13,6.338599813885209219e-13,1.725352281294472689e-13,2.076486977587575488e-15,1.768129432573181347e-15,2.019751174232642179e-15,1.014723576974643686e-12,3.856652555815255793e-13,5.280555300701873232e-14,2.311334585550625930e-14,2.248465187226796198e-14,1.431004450307580331e-13,2.940735486942572425e-14,4.136566433118822110e-14,4.896847130617314511e-14,2.281083277763482878e-15,2.201635848448146491e-15,1.758164527237215020e-13,3.980250805770759088e-13,2.355870815572872378e-15,2.056133185446407672e-14,2.709775593546232328e-15,3.942328082659128960e-14,5.057698580058918822e-15,1.675918639860417446e-15,2.654789446800904755e-15,2.486633224546307309e-15,4.211546857357307433e-15,1.518659470860268009e-15,1.599486331494566556e-15,1.659288843426999128e-15,1.726889982742147507e-15,2.037484379837745637e-15,3.103411435584914538e-15,1.947677507615397120e-15,2.043772519605044971e-15,1.954505866562767608e-15
1.022474137139113932e-13,5.251717896420396257e-13,8.774829883384712655e-14,1.981910753508203045e-15,1.777441960785301916e-13,1.555795339695743291e-13,6.535656361062098736e-13,2.541564199104580145e-13,4.410122406289810661e-12,1.374031609909822524e-13,5.379327120232312114e-14,7.102039901939885394e-14,1.845958712019436545e-15,1.405410594561796493e-13,1.615385532555604523e-13,8.464410566079076618e-12,1.255135131801459724e-13,2.927596183666050562e-13,7.785338005836369995e-13,1.140114643300049018e-13,1.820750375737054383e-13,9.085023735725146401e-14,1.085226753836073874e-14,1.042624756660847820e-13,3.023566660471910093e-05,5.587648307922574100e-13,2.987237461222162562e-05,1.858881501408156559e-13,1.854787699601912768e-12,4.898800167119999793e-13,7.314530234237999733e-04,4.904976753370559207e-04,4.722973499212958669e-15,6.247294362704404310e-15,4.447594468676337294e-15,4.511127397845068991e-13,5.466656695227485093e-13,6.784690543852813494e-14,1.581263911903400735e-15,1.529207193622076902e-15,1.410483463858038961e-13,6.855132895755381808e-13,1.948562732740207163e-13,4.209905682987103028e-13,2.173203560952012370e-15,1.874822085253825051e-15,2.148685544484872081e-15,2.309229116333542237e-04,1.405004900373627317e-13,8.642364005150204035e-14,3.081798084708378687e-14,2.982965590110193099e-14,3.372146620400227535e-13,4.114930126671248339e-14,6.361973535558953065e-14,7.845587620748587847e-14,2.393567208096759145e-15,2.358591274057179577e-15,7.531468833377048041e-14,1.333487211640660936e-12,2.474060026715237433e-15,2.681114177347779361e-14,2.857855458592954051e-15,5.987703154685529666e-14,5.490231638002881645e-15,1.770450854885088258e-15,2.797764107071797207e-15,2.622132052600778457e-15,4.524124697385508064e-15,1.620968382317638122e-15,1.708000735781528455e-15,1.763674096859943676e-15,1.872824216949943817e-15,2.153478339489042901e-15,3.292478254440635029e-15,2.189225442140730567e-15,2.229606615519274962e-15,2.113917468850856759e-15
6.337064519194315182e-14,2.365763986964975792e-13,5.542977608810860609e-14,2.218734311066815727e-15,1.031398124178548619e-13,9.181575788951890728e-14,2.835745892082139899e-13,2.084597684646657543e-12,9.335864656395404283e-13,8.223793591286283232e-14,3.505994990541264968e-14,4.564433974199860723e-14,2.061441886355989854e-15,8.420003614178357676e-14,9.462972036014786690e-14,1.197377247004516793e-12,3.444995252903284040e-13,1.530994561348123866e-13,3.262311299512270404e-13,6.989942191163596718e-14,1.047485429353471554e-13,2.037024465961613023e-13,1.253676457053971633e-14,6.447563083179663337e-14,5.054393645284262231e-12,2.482148704236977766e-13,2.788945190850732355e-12,8.368433031745420653e-13,6.091141696572808167e-13,2.241423424753015818e-13,3.165708971395823630e-04,1.654393910653280527e-12,5.080550877895537551e-15,6.837453260938170293e-15,4.768533663498506936e-15,2.064597006104465080e-13,2.422966184387912220e-13,1.302312684153360394e-13,1.643407860312573518e-15,1.597801032149375251e-15,4.303513769403254641e-13,6.768862396661506377e-05,1.103511721727533139e-13,5.432444078812270760e-04,2.272109626434840783e-15,1.988810092407973509e-15,2.286985118441762072e-15,1.748557769635694563e-10,8.348634232274205058e-14,1.876962967460390699e-13,4.381394783975749856e-14,4.207533140301275154e-14,2.371128895662161695e-04,6.341955219233385726e-14,1.189475379937482731e-13,1.612856575062213128e-13,2.508968629019046409e-15,2.529519190570374320e-15,4.776492077785508461e-14,8.247649721717452529e-05,2.595411719327129050e-15,3.681502649097830628e-14,3.010712347341921286e-15,1.088717204822310125e-13,5.957669221699011320e-15,1.870639961303110622e-15,2.945183000132319305e-15,2.762607447235359456e-15,4.855916707323832794e-15,1.731241589095177936e-15,1.826407498274865416e-15,1.876129299309096791e-15,2.034232067920785454e-15,2.275677071007610129e-15,3.489634351454492934e-15,2.470377660563788780e-15,2.437438878096554984e-15,2.290112632462794531e-15
4.181865229294177592e-14,1.130236463732289708e-13,3.741373808922328357e-14,2.435043963281588297e-15,6.257309446567700287e-14,5.688725463477193473e-14,1.271313148411231171e-13,6.253071883012707027e-04,2.362164784995087120e-13,5.189756073127097544e-14,2.480433558280186775e-14,3.155376094954642551e-14,2.257439108200030847e-15,5.311301608744524408e-14,5.823384358722418680e-14,2.602108250665482864e-13,1.183077416076916341e-12,8.344086138276170906e-14,1.388077507171548928e-13,4.542602437604193904e-14,6.306127539562564863e-14,5.438859460299156535e-13,1.417714579275060691e-14,4.238872372908369463e-14,3.801716729328943722e-13,1.162248836923641265e-13,3.368529131844816460e-13,2.400654319409224280e-04,1.963722059958634603e-13,1.085636231040573714e-13,4.591394241950701337e-13,2.859073508901796508e-13,5.401641743846894829e-15,7.373674563342238522e-15,5.056074742924480206e-15,1.023563995086788711e-13,1.137429759310386101e-13,2.728987727287557853e-13,1.700801399674657287e-15,1.663203531470308974e-15,1.789760340612107548e-12,9.658340213163894778e-13,6.537767456020339711e-14,2.764116911162162965e-12,2.361875072370401328e-15,2.101924098906716978e-15,2.423790012945589152e-15,4.538493681416700204e-13,5.231012170766594220e-14,4.728140513676140950e-13,6.136360036996835422e-14,5.844521306451732678e-14,1.855994365722802219e-04,9.699328570860775710e-14,2.411219029453433528e-13,3.716471691042180022e-13,2.613415183303656242e-15,2.701561883456984242e-15,3.253772444536053596e-14,6.264224513364232406e-13,2.705059026651818725e-15,4.966440334457488124e-14,3.148214035043319504e-15,2.116445922564306106e-13,6.379593601913654417e-15,1.969160158032280942e-15,3.077797365657814661e-15,2.891214343538848860e-15,5.153649993269383177e-15,1.842033096739566793e-15,1.944679169621716770e-15,1.989629760620073063e-15,2.203095250572576457e-15,2.392946745475893118e-15,3.667707328405585381e-15,2.782237586022536163e-15,2.655573892981097441e-15,2.470330729444070705e-15
3.083374288396827431e-14,7.112613692416487346e-14,2.799885073594843173e-14,2.642572289390221018e-15,4.391634386737219161e-14,4.039776189757141832e-14,7.770437093539124576e-14,2.246181861545370052e-12,1.234410154579662716e-13,3.720662234749316795e-14,1.914553380476188177e-14,2.398635353481992663e-14,2.444621328651527114e-15,3.811233436838089986e-14,4.121041818791302503e-14,1.326272465779425363e-13,6.352392478013862433e-05,5.544389684720861143e-14,8.325461373941938996e-14,3.316018883135521251e-14,4.406716706688578133e-14,6.698916767801620098e-04,1.595899466705137220e-14,3.115281144385911740e-14,1.723572363022799398e-13,7.237897968946658076e-14,1.587528068955681304e-13,5.336812341284253485e-05,1.082591592354732549e-13,6.856035816170836861e-14,1.958856917790782332e-13,1.405699518146210541e-13,5.719791421921453299e-15,7.913670080443487988e-15,5.340083977985621456e-15,6.516495256378827563e-14,7.079836387859133091e-14,1.114446260614603984e-12,1.757462145888451807e-15,1.729215428257999639e-15,9.499444563547312231e-05,3.464050647015536327e-13,4.523728302258844036e-14,6.408559605616701035e-13,2.449974159470740489e-15,2.220234779717348885e-15,2.567019013605612451e-15,1.935601080462425880e-13,3.730984061365633512e-14,7.297124623510790710e-12,9.034057131736295907e-14,8.506231968667659502e-14,1.248482764291813689e-12,1.631004592307255894e-13,8.749655013055039451e-13,2.370098725115577730e-12,2.715926032437911383e-15,2.883898638624606449e-15,2.441934775772584881e-14,2.500940349357971574e-13,2.812619508061616926e-15,6.935919831972916171e-14,3.283081494065913964e-15,6.561163069381176611e-13,6.800886605226794923e-15,2.071312276115202122e-15,3.207814834234463613e-15,3.018740949227033506e-15,5.448200082494012590e-15,1.958347405239437069e-15,2.068718012038044021e-15,2.106740794826015788e-15,2.386239349210425981e-15,2.512831296970898777e-15,3.843442439992822496e-15,3.135703427644624066e-15,2.894007625212902019e-15,2.663457848129085893e-15
2.381920909399551908e-14,4.876168239624195375e-14,2.191068241551731847e-14,2.837483747968093718e-15,3.256948128463095334e-14,3.025284823321918086e-14,5.214922763835465466e-14,4.282322186135147469e-13,7.487173902376792139e-14,2.806793554288130173e-14,1.540332139123779153e-14,1.903289839970866814e-14,2.620021195778144333e-15,2.878000756915154073e-14,3.077581017934115857e-14,7.942964721818190214e-14,1.443193461382525857e-12,3.947053044872869579e-14,5.512303395971666558e-14,2.539667159739171412e-14,3.258133607878719670e-14,4.329155170151110463e-05,1.762332244674626878e-14,2.399402352173826003e-14,9.632282549034942845e-14,4.922164261043915884e-14,9.077446717111858243e-14,7.317504414619978681e-13,6.785771454318212481e-14,4.709163838587579224e-14,1.057127637131136223e-13,8.247041350883762046e-14,6.004562328957974960e-15,8.396671112143627572e-15,5.594271758163991485e-15,4.494392239769125932e-14,4.811912096632230507e-14,1.378116398177314454e-05,1.810860123426581802e-15,1.793397111388925348e-15,1.084100444272954901e-12,1.610026568253400014e-13,3.318142026807784441e-14,2.356602084484959654e-13,2.531349963288924813e-15,2.338442841515649967e-15,2.711536548799673693e-15,1.044378542562524682e-13,2.802598460302117816e-14,3.837206599344734881e-04,1.290723913788067448e-13,1.203351172016536830e-13,3.263091807568862358e-13,2.606140722417411724e-13,2.038550445430478719e-04,1.129986011395504148e-04,2.810220878421584758e-15,3.068598323376494786e-15,1.914422275549576634e-14,1.269242919636936557e-13,2.911334715887671114e-15,9.420221006861427429e-14,3.405951840356771535e-15,5.301121241427594348e-12,7.177529075196528787e-15,2.173730664241861875e-15,3.326321463476831584e-15,3.137316968056052690e-15,5.712126924696004318e-15,2.077510159244747014e-15,2.195603052439808595e-15,2.224953605820285314e-15,2.579828955929912534e-15,2.630077950758124426e-15,4.003751822733805449e-15,3.522725030600004902e-15,3.147397356847099181e-15,2.864792896705582778e-15
1.927428312760227297e-14,3.634329469395192619e-14,1.791730269403076899e-14,3.023286326658286732e-15,2.558090383000829221e-14,2.392560209962124433e-14,3.830179793271265409e-14,1.964405755415329406e-13,5.171473949510218033e-14,2.230232163920893855e-14,1.286943569968582857e-14,1.573455975024907245e-14,2.786875835089310095e-15,2.290084904527354851e-14,2.428848092643326050e-14,5.455776713542204884e-14,4.327348785992776193e-13,3.011500254210234192e-14,4.012679283180904114e-14,2.041469489565443222e-14,2.552694077858492678e-14,1.154459481055634582e-12,1.920754321519610049e-14,1.936515763598027222e-14,6.364185821242418754e-14,3.645714665364890865e-14,6.074830606896109264e-14,2.765836719118287406e-13,4.779404141367910253e-14,3.510772336093488956e-14,6.855773009298552637e-14,5.595642227746390940e-14,6.268295315147551472e-15,8.842494963301915107e-15,5.829735596599790931e-15,3.354737419887607426e-14,3.560117927565159371e-14,6.641159151569828315e-12,1.862551915835002871e-15,1.857233892504042218e-15,3.627678444950670287e-13,9.652096240007535714e-14,2.583323637253702552e-14,1.285193775462489138e-13,2.608889734984550678e-15,2.459125936723954660e-15,2.860709037845852862e-15,6.768739877905374990e-14,2.218719037663641923e-14,1.306119918114446849e-12,1.781894004992436147e-13,1.652157550886474578e-13,1.614667159475860399e-13,3.691813039096402778e-13,5.720778232087533801e-04,1.883391433584266867e-12,2.899775897099678636e-15,3.259668583358486787e-15,1.564901992719259514e-14,7.947255803164477786e-14,3.004909631932016025e-15,1.248625658137539945e-13,3.521705061691127951e-15,8.967289179257905102e-05,7.525537648290924208e-15,2.278619669886967274e-15,3.438005332401835412e-15,3.251063243969361732e-15,5.956862468798279939e-15,2.201506844156444537e-15,2.327534621605382561e-15,2.346494550960825446e-15,2.786878300352845203e-15,2.747646374182648052e-15,4.154987154778856073e-15,3.943119672879728970e-15,3.420353821176793270e-15,3.078071095602063909e-15
1.633941869556115246e-14,2.927836545700581546e-14,1.531424134840033039e-14,3.207632421692643045e-15,2.127697158500660790e-14,1.998085687253052615e-14,3.053982611497311465e-14,1.280200095785039993e-13,3.981239665645819482e-14,1.866421592994909257e-14,1.115423543020794178e-14,1.355027618562470493e-14,2.951847800580126372e-15,1.920610808713486938e-14,2.025429785008781262e-14,4.195009220799770186e-14,2.528710073272552116e-13,2.455628849647387456e-14,3.182050932158116771e-14,1.722531855553646396e-14,2.118249303944311176e-14,5.584016244679934703e-13,2.098175523665829256e-14,1.637824928840654512e-14,4.789946605258676605e-14,2.921376601257136286e-14,4.605031732029401449e-14,1.707303204751041534e-13,3.721096340553512466e-14,2.824409341316263288e-14,5.110705561569049017e-14,4.267987025351234067e-14,6.542372606381088145e-15,9.311888262636863277e-15,6.073768414018408124e-15,2.695943208947724314e-14,2.847252972180868418e-14,2.350856338556365226e-12,1.915487524787096246e-15,1.923691696825428865e-15,2.169385706076302223e-13,6.935106883906642340e-14,2.132403522218699396e-14,8.879540972146676125e-14,2.688309233800405879e-15,2.586305289723967386e-15,3.016498278278101555e-15,5.039401655407361915e-14,1.850340122411736153e-14,6.219725853007693958e-13,2.699988750754281458e-13,2.484458918578030120e-13,1.077316614507348597e-13,5.593921304287860747e-13,7.567853051095955396e-12,8.650661151308372814e-13,2.991618853565643892e-15,3.464598427615177853e-15,1.332952144531272205e-14,5.816461657278940772e-14,3.100879284290759754e-15,1.773420643137999941e-13,3.640611189891688993e-15,5.690969972637312854e-04,7.889507514568514717e-15,2.387146139399067113e-15,3.552667173327105195e-15,3.368755788488404362e-15,6.210851517235658687e-15,2.334639651256356120e-15,2.469286222380246010e-15,2.475979700255673476e-15,3.014518472115163479e-15,2.872028166607857662e-15,4.311300758104621580e-15,4.402066368941466227e-15,3.723860807606204325e-15,3.311912405423737593e-15
1.433322577678221464e-14,2.484240258802911885e-14,1.352725896541087409e-14,3.393935729121974209e-15,1.843319778279303958e-14,1.735006656607411277e-14,2.569774262628754925e-14,9.681503840620579340e-14,3.275649495331650911e-14,1.621364254085245419e-14,9.940590147776859854e-15,1.203357836718241415e-14,3.117902239166346814e-15,1.672997443374746949e-14,1.756804463758759368e-14,3.454687188406102131e-14,1.832678042245816590e-13,2.095754918832755263e-14,2.667562385158890812e-14,1.505744119694649709e-14,1.830699660876954984e-14,3.844976194583912021e-13,2.307063685473105157e-14,1.433524748709053034e-14,3.890146460869199606e-14,2.466154489023161932e-14,3.758015104988971616e-14,1.262078036550288703e-13,3.084557974277765482e-14,2.390609374011423537e-14,4.126597532279065789e-14,3.492240542606751759e-14,6.835327660721382737e-15,9.823011470314804388e-15,6.333647571494879903e-15,2.276277274575812767e-14,2.397459921256018304e-14,1.546390659571881420e-12,1.970379002882792450e-15,1.993617411537978913e-15,1.584052695104292209e-13,5.488749544448912639e-14,1.834051738273688562e-14,6.888121613219076082e-14,2.770993585062150243e-15,2.722772199080061439e-15,3.184564152770478576e-15,4.062299361634024902e-14,1.601767857225968639e-14,4.248773100240119113e-13,5.455075381782775578e-13,4.907784693384600233e-13,8.220933433395725039e-14,1.130194476748178584e-12,4.436196088982753340e-12,5.910385752689345311e-13,3.087470801403267104e-15,3.688700340171427465e-15,1.170611695514261101e-14,4.642726482349326000e-14,3.201090658592751816e-15,3.015959879655289621e-13,3.765222893074007485e-15,4.745712607625156591e-04,8.282142478942342298e-15,2.502825901607939556e-15,3.672732794911240047e-15,3.492692676469015075e-15,6.481750089417991090e-15,2.478940654212036706e-15,2.623141131018791826e-15,2.615571166942848256e-15,3.266753038862789880e-15,3.005383968366074229e-15,4.476371660535173000e-15,4.897493305572049612e-15,4.064767947523997894e-15,3.571236656275685741e-15
