p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.1740005840636982,0.7070010544914671,0.1740007353686602,0.7070015441009879,0.17400107995835826,0.7070015518033764,0.1740010857521733
