p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.17400033507674342,0.7070004395939067,0.17400030790367998,0.7070004371574027,0.1740003085052779,0.7070004424088939,0.1740003125885406
