p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.17742737458827257,0.7114834320812453,0.1771753829253702,0.7115069235723741,0.17723147246073975,0.7115640927298863,0.17725857940283488
