p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.2003969279628153,0.7592689665145027,0.2160700080953349,0.7909958888720491,0.24872893559357234,0.7912336602005642,0.24898967804694844
