p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.04100027520033033,0.7620013563083466,0.041000296814619336,0.7620015431317576,0.041000339337115256,0.7620015584247712,0.04100034235655506
