p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.174000433131296,0.7070006742812631,0.17400047083986156,0.7070008551791747,0.17400059882691743,0.707000861208341,0.17400060295400024
