p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.042974579192305275,0.7703127281478733,0.04288776092121772,0.7703082749551279,0.04289356008940657,0.7704220469496768,0.04292033564629545
