p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.1863154565156241,0.7328277839298208,0.19328519651975312,0.7495452970736333,0.20733715339439582,0.7497049057940387,0.20746931339675773
