sites,transfer,base_delta,sensitivity_delta,base_pee,sensitivity_pee,base_price_emissions,sensitivity_price_emissions,year,base_z_share_pct,sensitivity_z_share_pct,diff_z_share_pp,base_capture_gt,sensitivity_capture_gt,diff_capture_gt,base_net_transfer,sensitivity_net_transfer,diff_net_transfer
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,10,17.24087853630876,17.803875853885497,0.5629973175767375,-9.127918723078182,-9.186274543374253,-0.05835582029607167,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,11,17.41968104763507,18.023031786882314,0.6033507392472437,-9.485369213840471,-9.491948821674129,-0.006579607833657519,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,12,17.585036452619935,18.22778378630247,0.6427473336825358,-9.683520718567507,-9.845775626683462,-0.16225490811595478,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,13,17.741098153754027,18.41815324392189,0.6770550901678618,-9.864696349792325,-10.060324242794906,-0.19562789300258032,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,14,17.886689867621094,18.595747991594532,0.7090581239734384,-9.956007651020798,-10.251004576269423,-0.29499692524862553,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,15,18.0231461950405,18.760011813401093,0.7368656183605928,-10.040218132145128,-10.374588656973401,-0.3343705248282731,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,16,18.151438355334815,18.91306202907816,0.7616236737433439,-10.051803079033107,-10.485041636564574,-0.43323855753146745,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,17,18.27338451767162,19.056068794529992,0.7826842768583724,-10.127132868954902,-10.568300886970604,-0.44116801801570205,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,18,18.38838600341559,19.190319953691098,0.8019339502755081,-10.257905635241372,-10.670170863868492,-0.41226522862712045,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,19,18.496692727317026,19.319159377650465,0.822466650333439,-10.334282864128312,-10.79141590567437,-0.45713304154605794,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,20,18.599685033114614,19.442499379939232,0.8428143468246176,-10.486558723013815,-10.885945281859193,-0.39938655884537866,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,21,18.697216708351593,19.56039544607257,0.8631787377209754,-10.520840138484914,-10.983561361904009,-0.46272122341909494,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,22,18.788749978402333,19.671746062928815,0.8829960845264822,-10.488613530722574,-11.05391871720434,-0.5653051864817655,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,23,18.87515272893352,19.777221787956922,0.9020690590234004,-10.515227499110125,-11.160486811579148,-0.6452593124690225,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,24,18.957573217326974,19.877892328074196,0.9203191107472222,-10.54438254811393,-11.156627013974656,-0.6122444658607265,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,25,19.03457199493565,19.97276712525002,0.9381951303143694,-10.496861891660757,-11.250728179474265,-0.7538662878135085,0.0,0.0,0.0
1043,0,0.02,0.03,6.8,4.9,6.8,4.9,26,19.106687314355852,20.062277474148253,0.9555901597924006,-10.462824485228026,-11.346147904139855,-0.8833234189118286,0.0,0.0,0.0
