context,model,sites,xi,price_model,pee,metric,abs_metric,source_kind,source_file
price_stochasticity,unconstrained,78,1,distinct_variance,5.5,0.15150659547681977,0.15150659547681977,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,5.6,0.13448598029960937,0.13448598029960937,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,5.7,0.118087373773555,0.118087373773555,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,5.8,0.10103119331096842,0.10103119331096842,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,5.9,0.082599065328713,0.082599065328713,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,6.0,0.060001964222339076,0.060001964222339076,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,6.1,0.04049882298910561,0.04049882298910561,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,6.2,0.030154910373257977,0.030154910373257977,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,6.3,0.019466662298886866,0.019466662298886866,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,6.4,0.007462531969158802,0.007462531969158802,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,6.5,-0.007285059706555346,0.007285059706555346,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,6.6,-0.020126687565360662,0.020126687565360662,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,6.7,-0.03321057024489799,0.03321057024489799,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,6.8,-0.043685766016637394,0.043685766016637394,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,6.9,-0.05661083876429457,0.05661083876429457,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,1,distinct_variance,7.0,-0.0735638931356033,0.0735638931356033,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,5.0,0.3305250069806086,0.3305250069806086,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,5.1,0.3107755835847322,0.3107755835847322,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,5.2,0.2857895544627765,0.2857895544627765,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,5.3,0.26722107662309424,0.26722107662309424,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,5.4,0.24981477816036984,0.24981477816036984,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,5.5,0.23369977838125003,0.23369977838125003,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,5.6,0.21493792115331917,0.21493792115331917,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,5.7,0.198155591801002,0.198155591801002,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,5.8,0.18013374837042215,0.18013374837042215,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,5.9,0.16587227599161056,0.16587227599161056,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,6.0,0.14508815877157125,0.14508815877157125,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,6.1,0.12570228664089597,0.12570228664089597,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,6.2,0.09845028636296675,0.09845028636296675,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,6.3,0.08585393368596031,0.08585393368596031,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,6.4,0.07254091898498659,0.07254091898498659,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,6.5,0.05757342727813401,0.05757342727813401,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,6.6,0.043613347376044824,0.043613347376044824,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,6.7,0.026610945069191205,0.026610945069191205,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,6.8,0.01070447659620622,0.01070447659620622,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,6.9,-0.006491441451721289,0.006491441451721289,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,unconstrained,78,inf,distinct_variance,7.0,-0.023560194329799458,0.023560194329799458,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,5.0,0.1049682421922053,0.1049682421922053,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,5.1,0.08432048035828325,0.08432048035828325,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,5.2,0.0673032534209924,0.0673032534209924,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,5.3,0.05130856374619983,0.05130856374619983,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,5.4,0.03453358089437158,0.03453358089437158,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,5.5,0.017692556015578634,0.017692556015578634,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,5.6,0.0038893784677485606,0.0038893784677485606,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,5.7,-0.007722703817293326,0.007722703817293326,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,5.8,-0.019827244922826795,0.019827244922826795,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,5.9,-0.03212471285082235,0.03212471285082235,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,6.0,-0.042855652799309626,0.042855652799309626,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,6.1,-0.057104269605300156,0.057104269605300156,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,6.2,-0.07121130052871699,0.07121130052871699,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,6.3,-0.08764946671324333,0.08764946671324333,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,6.4,-0.10137461701905269,0.10137461701905269,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,6.5,-0.1119592181885039,0.1119592181885039,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,6.6,-0.12364710197951018,0.12364710197951018,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,6.7,-0.13706876690610895,0.13706876690610895,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,6.8,-0.15079059584126459,0.15079059584126459,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,6.9,-0.16393974443585574,0.16393974443585574,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,0.5,common_variance,7.0,-0.17805251617371107,0.17805251617371107,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,5.0,0.192235205440886,0.192235205440886,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,5.1,0.17458681461992262,0.17458681461992262,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,5.2,0.1601715600299772,0.1601715600299772,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,5.3,0.14489329751994426,0.14489329751994426,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,5.4,0.12862889048095671,0.12862889048095671,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,5.5,0.11008642991163566,0.11008642991163566,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,5.6,0.09153253322595602,0.09153253322595602,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,5.7,0.07816065145501103,0.07816065145501103,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,5.8,0.06364111092586218,0.06364111092586218,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,5.9,0.05098312228534312,0.05098312228534312,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
price_stochasticity,constrained,78,1,common_variance,6.0,0.03910222693942651,0.03910222693942651,mpc_shadow_price_local_log,job-outs/stage_mpc/03_mpc_prices/0001_run.out
