p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.1833827531250929,0.7215360214652805,0.1845410607526253,0.7259644136475915,0.1879620252028711,0.7260706490695019,0.1880523924328707
