p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.04100014120374074,0.762000539121002,0.04100011869915854,0.7620004456021727,0.04100009895656729,0.7620004537937921,0.041000100931617066
