p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.0476267079300641,0.7913256030125742,0.04829361682500623,0.7952911872112831,0.049450591783378156,0.7956587556413223,0.04956222336757724
