gamma_fit,theta_fit
590.6747411749999,0.41944805409999997
422.47772154333336,0.35888993198666663
523.3886504083333,0.20220235845466666
524.4567802566667,0.33383416985566666
480.90669082499994,0.33383416985566666
527.3922886033333,0.4067314049366667
553.754410825,0.6871894444883334
481.633725845,0.9275973668266667
628.8184102199999,0.9649491443016668
632.9142624116668,0.6148774916866666
731.440900285,0.40187531381
561.3971139716666,0.18506689223449999
583.975966815,0.3538767840423333
514.7381802366666,0.3508046446295
532.5314093583333,0.4276337539683333
467.8467087916667,0.6102241513066666
528.3041073816667,1.1328662259983333
608.99561878,0.71503544237
578.0029398033333,0.7616064071433333
597.90518013,0.4761557581216666
546.3186729166666,0.48744470005833335
381.79497975833334,0.8636288546483334
293.98713498166666,1.0513530971266667
646.925757325,0.5566483367933334
596.00313466,0.9525177480516668
550.2032624466666,0.6587346089733334
526.949826855,0.7797592077566666
494.33169647500006,1.00142986933
557.3286768216667,0.7754110255450001
544.3366206283333,0.6294763286916667
637.5457845166666,1.06895941547
631.14107196,0.9941581304033335
482.45372987,1.6349900572833334
343.5471418316667,1.2524041481383332
198.38437370833333,1.0036795519283332
756.8118061549999,1.1034877423416667
707.4513219483333,1.01355273212
643.3688628683333,1.5173905911083336
609.8038024466666,2.479869537216667
555.3494223433333,2.6124655138499997
554.0684205183334,1.1730185456433333
623.576575365,1.1271425812983333
678.693669935,0.80403412058
641.039611195,1.2232995693333333
557.6190685966667,2.12189268365
379.98966118166663,2.3678763927166666
303.046115185,2.0434550854
774.456684345,1.3793713040716666
781.7336857366666,0.9611177055916665
723.2801809866668,1.6485721311916666
640.22676802,1.6682668009866666
563.5104879466667,1.5020658219
616.339180055,1.2035427859033334
598.03723595,1.505147790825
585.2031571983333,1.4006391227933332
558.1458574616667,1.2919762612833332
376.71818794333336,1.6606253909166668
248.4795793516667,1.9506388187333334
954.6307565933332,1.1210801956416665
835.3393262183332,1.5646626329716666
660.0653742866667,2.2849250771833334
649.086894925,1.7198485872016662
559.9165611166667,1.9875035179
623.5881191149999,1.5004664646833334
517.2127471483334,1.6763081903333332
421.1334158783333,2.4416949187333334
391.2776293366666,1.61201347555
298.43579696,1.49357352975
552.5524589633333,1.8066875844666666
468.75714832333335,3.135951730166666
431.1433265566667,2.9393570697166664
413.42991916333335,2.6543562845333333
378.59321961166665,3.276956972266667
322.06754187166666,1.8889232097166668
229.30012605,1.1988664637316666
318.73519229833335,4.212556142966667
270.3283973466667,2.7019151878
296.62180269833334,2.5649161916166667
