gamma_fit,theta_fit
605.8519290333332,0.19293399128383332
587.02426052,0.3927068408983333
531.6885983916667,0.39383512736833337
668.1631906216666,0.276290058385
615.00970966,0.276290058385
484.32476814333336,0.2494710904
452.51697584166675,0.1601567635575
424.1063749983333,0.32180212200333336
439.5782110450001,0.28987420500666666
533.0987460233333,0.2197482350758333
518.8220770083334,0.2197482350758333
681.9723657333333,0.276290058385
600.7368968216666,0.30443866095333333
592.1215383833334,0.39696629177166665
611.07535175,0.276290058385
548.240374745,0.276290058385
384.04202687000003,0.276290058385
357.5274367250001,0.24497793535833334
355.31580197166664,0.20695935890166667
356.688836075,0.20971315119500003
521.5086127166666,0.2197482350758333
501.0934404066667,0.20112425086683333
661.3758836116666,0.5696742290866667
583.4716377683333,0.571613306045
547.35099361,0.48322525887
534.8129313416666,0.4525093360983334
372.69642098,0.5210742546833333
346.9677067133333,0.618114716835
342.8081829066667,0.5957716636516667
361.28733677833327,0.5803946534683334
794.6733689666667,0.2197482350758333
499.96225921999996,0.2197482350758333
481.9844500416666,0.16499094231833333
701.683447385,0.5969603437733333
648.76661851,0.655080265205
562.0332548916666,0.65151208598
537.4204999366666,0.6482825433866666
495.0476447466667,0.657483442385
465.7322424516667,0.575666963595
474.0506177933334,0.43634206777833334
463.4763231883333,0.5803946534683334
653.3299799283333,0.7508671874516666
662.2524067733334,0.35812441222999997
683.6922794966666,0.36482788495333335
757.7385048616667,0.5591009286366667
761.4627095133333,0.4318192581116667
754.6841442599999,0.22089084554666666
629.6828820349999,0.19027902454033332
605.8636534216666,0.11174769685783334
581.9826441866667,0.11096930841400002
531.7283564783334,0.33383416985566666
486.74549139666664,0.33383416985566666
487.897236595,0.33383416985566666
480.88187931333334,0.33383416985566666
473.28373587166675,0.33383416985566666
591.3018954316666,0.5295862930343334
565.7249960266666,0.5411195028933333
536.0459267366666,0.624316411275
529.4294379116666,0.8304316181316665
492.062092985,0.96584234658
470.8325712916666,0.86966176163
484.6835759483334,0.672349451345
497.4007022333334,0.9836961778333334
628.9972830733333,0.7812366244300001
639.8348379416667,0.7812366244300001
614.3018043366667,0.7812366244300001
620.5351362766667,0.7652990061433332
649.264409795,0.46648844763833336
659.3741357733333,0.35779298153000005
738.4090762933333,0.5279817369766667
747.2917391516667,0.5591009286366667
748.5113447133334,0.4295010511783333
732.7996578783333,0.29873280896933335
602.2938368333333,0.152361953642
582.6274547866667,0.11098486701
552.4569019549999,0.09565582081416667
553.4172041233332,0.08285244467733334
550.1995044216667,0.33383416985566666
549.5909139466665,0.33383416985566666
495.659891235,0.33383416985566666
494.9080913866667,0.33383416985566666
483.25205375666667,0.33383416985566666
463.5949365866667,0.33383416985566666
587.57018644,0.39351078168433334
554.3747259716666,0.5145097767303334
564.5627845983333,0.5295862930343334
540.269136515,0.5295862930343334
513.8939620083333,0.6831009709666666
525.6100634166667,1.19485847987
478.5339391016667,1.19485847987
471.11542484000006,1.1760563060366664
483.1952137883334,1.1543430836633333
495.0567136616667,1.4553558589633333
633.5591297816667,1.70731343878
643.7630923216666,0.7812366244300001
662.9960158683333,0.7812366244300001
627.7564831633333,0.7812366244300001
605.018181645,0.7812366244300001
616.6005306750001,0.7811768366333334
630.5060562433333,0.6828903008566667
643.6757653033333,0.297295647148
723.2841472433333,0.30471488441416666
723.068197265,0.425418403785
728.8244679266666,0.5168594499933333
702.8992708750001,0.3614277943038334
571.2032080733334,0.19168906264049998
555.934165495,0.19062863815533335
528.3937227933333,0.17263764902016668
528.567134945,0.14122505654266668
562.042652515,0.33383416985566666
560.7506045466666,0.33383416985566666
511.18473460666667,0.33383416985566666
505.06114396166663,0.33383416985566666
485.1670936733334,0.33383416985566666
464.30300810166665,0.33383416985566666
512.6018464816667,0.3433431927303333
600.9062786683334,0.39351078168433334
545.2814220716667,0.39351078168433334
492.6353576583333,0.4166558781283334
527.9156299800001,0.5110231740625
553.5847316466666,0.5295862930343334
507.43484599499993,0.569044313775
502.110725285,1.1930635151916666
480.99674305666656,1.001401903685
477.65062883499996,0.7809786550716665
484.3034675916667,0.8038554802683332
489.87208541166666,1.28019783658
601.5668635433333,1.652068041325
614.8784313766666,0.7812366244300001
635.8256046133333,0.7812366244300001
626.3489013783334,0.7812366244300001
591.6802920066666,0.7812366244300001
610.7217603700001,0.7682506006716667
626.1054285566668,0.7720617323383333
643.9741273999999,0.46079394348333336
715.1831568666666,0.2913557830626667
718.6547330166667,0.29544442350166666
710.2220165033334,0.48968984190166664
701.2428682566667,0.4412737678616666
547.2658974516667,0.4004633411533334
520.5555163033333,0.25834622862316664
502.3635864066666,0.20997026677733333
503.26689663,0.2096435597801667
582.2761330166667,0.34155177751450005
586.6213501149999,0.33398199967316666
525.619384375,0.33383416985566666
522.3628209,0.33383416985566666
503.00127724000004,0.33383416985566666
486.00075245000005,0.33383416985566666
530.5657508283333,0.34667443248366664
525.22090119,0.3932257840755
522.7085144116667,0.39351078168433334
520.9498013166667,0.39351078168433334
467.99095766,0.46961482473
459.72861126333333,0.5295862930343334
453.58351109666665,0.5298513635951666
447.43653322666665,1.117890853115
522.8676169066666,0.8058210852449998
517.2584768983334,0.7470060943183334
523.2104074150001,0.8264174950483333
525.7933522299999,0.7813326247
622.4681246516667,0.8740564581066667
627.59158171,0.76766607171
627.2464534616666,0.7812366244300001
629.17387043,0.7812366244300001
588.964611505,0.7812366244300001
606.3399624066667,0.7392327185533333
632.0363171716666,0.7703139210266667
661.8717585283333,0.7250023102166666
662.2348320233333,0.33791394584833334
642.51332525,0.2913557830626667
627.1710131733333,0.41275415314333336
636.4458470483333,0.5329101507733334
588.5240865383333,0.5094473204916666
558.181038825,0.39765184769833334
547.6215514516666,0.32926246979333335
547.81285534,0.149678097876
393.15500825,0.141779205857
581.6667290083333,0.3723951722346666
593.9588202883334,0.3578343249088333
531.4677652316666,0.3484721362193333
526.039166835,0.3369152338663334
