beta_gamma_0,beta_gamma_1,beta_gamma_2,beta_gamma_3,beta_gamma_4,beta_gamma_5,beta_theta_0,beta_theta_1,beta_theta_2,beta_theta_3,beta_theta_4,beta_theta_5,beta_theta_6,beta_theta_7,nu_gamma_0,nu_gamma_1,nu_gamma_2,nu_gamma_3,nu_gamma_4,nu_gamma_5,nu_gamma_6,nu_gamma_7,nu_gamma_8,nu_gamma_9,nu_gamma_10,nu_gamma_11,nu_gamma_12,nu_gamma_13,nu_gamma_14,nu_gamma_15,nu_gamma_16,nu_gamma_17,nu_gamma_18,nu_gamma_19,nu_gamma_20,nu_gamma_21,nu_gamma_22,nu_gamma_23,nu_gamma_24,nu_gamma_25,nu_gamma_26,nu_gamma_27,nu_gamma_28,nu_gamma_29,nu_gamma_30,nu_gamma_31,nu_gamma_32,nu_gamma_33,nu_gamma_34,nu_gamma_35,nu_gamma_36,nu_gamma_37,nu_gamma_38,nu_gamma_39,nu_gamma_40,nu_gamma_41,nu_gamma_42,nu_gamma_43,nu_gamma_44,nu_gamma_45,nu_gamma_46,nu_gamma_47,nu_gamma_48,nu_gamma_49,nu_gamma_50,nu_gamma_51,nu_gamma_52,nu_gamma_53,nu_gamma_54,nu_gamma_55,nu_gamma_56,nu_gamma_57,nu_gamma_58,nu_gamma_59,nu_gamma_60,nu_gamma_61,nu_gamma_62,nu_gamma_63,nu_gamma_64,nu_gamma_65,nu_gamma_66,nu_gamma_67,nu_gamma_68,nu_gamma_69,nu_gamma_70,nu_gamma_71,nu_gamma_72,nu_gamma_73,nu_gamma_74,nu_gamma_75,nu_gamma_76,nu_gamma_77,nu_theta_0,nu_theta_1,nu_theta_2,nu_theta_3,nu_theta_4,nu_theta_5,nu_theta_6,nu_theta_7,nu_theta_8,nu_theta_9,nu_theta_10,nu_theta_11,nu_theta_12,nu_theta_13,nu_theta_14,nu_theta_15,nu_theta_16,nu_theta_17,nu_theta_18,nu_theta_19,nu_theta_20,nu_theta_21,nu_theta_22,nu_theta_23,nu_theta_24,nu_theta_25,nu_theta_26,nu_theta_27,nu_theta_28,nu_theta_29,nu_theta_30,nu_theta_31,nu_theta_32,nu_theta_33,nu_theta_34,nu_theta_35,nu_theta_36,nu_theta_37,nu_theta_38,nu_theta_39,nu_theta_40,nu_theta_41,nu_theta_42,nu_theta_43,nu_theta_44,nu_theta_45,nu_theta_46,nu_theta_47,nu_theta_48,nu_theta_49,nu_theta_50,nu_theta_51,nu_theta_52,nu_theta_53,nu_theta_54,nu_theta_55,nu_theta_56,nu_theta_57,nu_theta_58,nu_theta_59,nu_theta_60,nu_theta_61,nu_theta_62,nu_theta_63,nu_theta_64,nu_theta_65,nu_theta_66,nu_theta_67,nu_theta_68,nu_theta_69,sigma_u_gamma,sigma_u_theta,sigma_v_gamma,sigma_v_theta
6.2581618,0.0049628254,-0.068870586,0.092579278,-0.19836261,0.12887714,3.9925413,-0.65236849,-0.48796853,-0.074646376,-0.096007731,-0.052069389,-0.023472982,0.47291364,-0.11022451,-0.46980272,-0.26285274,-0.08220078,-0.16631174,-0.077187921,-0.079000567,-0.10758229,0.071885184,0.06596928,0.21174735,0.080022616,-0.051640615,-0.22109696,-0.065931579,-0.22517412,-0.017254711,0.15141889,0.043203723,0.14917817,0.11137406,-0.19954078,-0.47109497,0.043931645,-0.066488595,-0.075176095,0.013550061,-0.066202803,0.11394991,0.13270116,0.29566182,0.27485938,0.14061358,-0.19778706,-0.50218524,-0.043297854,0.0016363711,-0.060876301,0.038604262,0.00051589919,0.15487866,0.31076365,0.40680957,0.34184905,0.25662506,0.019778711,-0.21005255,-0.12480011,-0.093293436,-0.025145507,0.030341873,-0.012723805,0.17664187,0.29326537,0.32304217,0.40480367,0.014370107,-0.28037558,0.031691753,-0.078288278,-0.12046882,0.066286095,-0.041060891,0.12054402,0.061016786,0.10458512,0.041318607,-0.035621646,-0.14890497,-0.17123044,-0.21656744,-0.26286136,-0.06639708,-0.090793485,-0.26529821,-0.46027293,-0.45018166,-0.36571238,0.51702241,0.69179541,0.28198454,0.64817923,0.027601782,-0.15112596,-0.15541686,-0.062530196,-0.17815612,-0.34748244,0.38233402,-0.23212454,-0.43517665,0.14511881,-1.1141272,-0.4150133,0.034685078,0.2169803,0.34751842,-0.090699039,-0.010709459,0.33195678,-0.094541017,-0.19406526,-0.1681556,-0.46236907,0.41406053,-0.18156008,-0.14112157,0.28795597,-0.81887428,0.6848493,0.94855045,0.021173718,0.49150491,0.0084773159,0.10320261,0.33240013,-0.26275131,-0.5146948,0.28776869,0.012176679,0.077132963,0.45483243,0.13363471,0.12548295,0.30416763,-0.17699026,-0.71173925,0.7326663,-0.3389798,-0.12925236,0.46446106,-0.12196143,-0.23391098,0.0084241482,0.32762026,0.32204155,0.18895286,-0.16529792,0.33773612,0.45469529,0.084060248,0.42239464,-0.0035752618,0.59724445,-0.11466688,-0.50610872,-0.18530537,0.084340963,0.1262585,0.38193269,0.22508595,0.42050242
6.2614451,0.0076101264,-0.071894748,0.091218936,-0.18897087,0.11303452,3.9594648,-0.50852868,-0.32764972,1.1518873,-1.3665998,0.03629007,-0.0087002068,0.46251532,-0.12745917,-0.39513395,-0.28658745,-0.15436606,-0.25785682,-0.11098008,-0.10342556,-0.12367665,0.11094987,0.12003841,0.1989289,-0.0036038239,-0.12622515,-0.19245032,-0.054221616,-0.14230721,-0.068729327,0.15358553,0.066428285,0.070893434,0.099715201,-0.18083287,-0.46574598,0.023137341,-0.070969433,-0.084888094,-0.036068034,-0.066216304,0.12396533,0.09236506,0.25789265,0.34203454,0.12563216,-0.14917815,-0.58311922,0.023435647,-0.0074563982,0.034478926,-0.00065847451,0.058336749,0.14029515,0.30885002,0.36844303,0.37412784,0.25625403,0.016936222,-0.1216367,-0.077303101,-0.053314409,0.028024899,0.06383917,-0.074812454,0.15205198,0.31208187,0.28441764,0.25053673,-0.015110965,-0.24229277,0.028170978,-0.048612212,-0.082221672,0.10320962,-0.079161241,0.12164981,0.10942772,0.087668607,0.11402134,0.0052610369,-0.10554433,-0.15728835,-0.28344533,-0.16697867,-0.13229511,-0.17876181,-0.20067655,-0.43642265,-0.52795271,-0.36891652,0.31059225,0.95029897,0.66363067,0.2530677,0.42207225,0.19742603,-0.11458979,-0.19939437,0.082920459,-0.44992628,0.3111576,-0.17165757,-0.25281323,0.32013457,-1.0726891,-0.16279521,-0.0091151299,0.7046782,0.5161572,-0.33227843,-0.01541716,0.63019699,-0.2071487,-0.094965957,-0.38407408,-0.12540792,0.1501893,-0.13505265,-0.14030686,-0.0085927547,-1.0548189,1.0111648,0.59342999,-0.096622876,0.38623164,0.3036581,-0.104376,0.33117581,-0.18179806,-0.49853533,0.40698317,-0.16143773,-0.10370398,-0.053246071,0.54059511,-0.20499046,0.35078437,-0.24129194,-0.49970176,0.30925174,-0.12786349,0.21128139,0.24836245,0.12011093,-0.67114986,-0.11627622,0.3980165,-0.97193126,-0.069845401,0.10053196,0.33211136,0.21342459,-0.049188014,0.40476139,0.036927791,0.66454725,0.15446241,-0.38392611,-0.38079579,-0.013866763,0.12705024,0.39073615,0.20746833,0.41561622
6.253956,0.020134256,-0.064451589,0.08890306,-0.17649153,0.12551347,3.9564732,-0.40059962,-0.30921323,1.9362499,-2.1184948,-0.07568776,-0.019520961,0.49170926,-0.097007684,-0.42173938,-0.33039496,-0.039454848,-0.18484399,-0.091300415,-0.076369717,-0.089742507,0.056479471,0.026929704,0.20689285,0.052952345,-0.069620006,-0.20681725,-0.051591934,-0.19509238,-0.054463373,0.15442713,0.092380735,0.12853418,0.12278962,-0.28012475,-0.53109059,0.0061480212,-0.02726089,-0.030995984,0.0021269945,-0.11921653,0.12765325,0.18308654,0.26211333,0.29150922,0.056032094,-0.16015693,-0.56456863,-0.071991032,-0.0025021468,-0.072233593,0.050474279,0.044362603,0.16220357,0.29730576,0.34302561,0.40667537,0.25007074,0.070479426,-0.136862,-0.093629464,-0.011544599,0.042101908,0.057624542,-0.032720569,0.14866204,0.29164461,0.25326395,0.33891003,-0.012968755,-0.2768095,-0.0019299904,-0.033826295,-0.075525069,0.19102371,-0.029836787,0.11016849,0.12765523,0.012079175,0.089284653,-0.017767928,-0.013918102,-0.22503439,-0.175747,-0.17064791,-0.1133678,-0.058809154,-0.14397754,-0.49793745,-0.35102073,-0.33497186,0.47563819,0.38529831,0.52851078,0.5152613,0.14779852,0.15550477,-0.44270746,-0.14299291,0.36682497,-0.74746252,0.44875395,-0.46186418,-0.25972893,0.2547292,-0.49509553,0.059037896,0.31911593,0.31637093,0.27877415,-0.16458827,0.11507591,0.30562887,-0.4461609,-0.07860089,0.2098554,0.30137131,0.4571529,-0.0072182555,-0.14436688,-0.82533258,-1.119299,0.45110502,0.55138036,-0.002882077,0.41932382,0.14298177,0.16717377,0.11929827,0.10072788,-0.43481316,0.27869757,-0.28853944,-0.29418522,0.22870137,-0.4049707,-0.2555492,0.57676583,0.044488047,-0.50992827,-0.7204205,-0.2756774,0.46918423,0.29379616,-0.044719137,-0.76639008,0.21253956,0.15552973,-0.25415285,0.0059980828,0.25736866,0.37667483,0.60570808,-0.014186724,0.40118545,0.0040681889,0.86761118,0.39929225,-0.43639343,-0.20785518,-0.0092951014,0.12907932,0.37713221,0.18384709,0.3810835
6.2419639,0.011181307,-0.067308429,0.090480788,-0.1853084,0.12062006,4.0072729,-0.46249051,-0.40523732,3.2231387,-3.3911936,-0.096302461,-0.080060852,0.51286331,-0.086951188,-0.37284258,-0.28375041,-0.24472365,-0.28549567,-0.094877943,-0.027712806,-0.079581762,0.070244516,0.079600492,0.1449369,-0.040283951,-0.046512963,-0.1794789,-0.11567823,-0.12825828,-0.031544401,0.12885169,0.065713671,0.091278073,0.1024294,-0.15995962,-0.42805866,0.086475477,-0.087127946,-0.019478162,-0.019336932,0.0015538354,0.14208215,0.1216818,0.27693772,0.35634259,0.16514139,-0.14698412,-0.58114834,0.029980195,-0.032466286,-0.032795613,-0.00035813398,0.043536966,0.062745997,0.34046145,0.39039821,0.36504101,0.30395653,0.058895806,-0.2197411,-0.11789463,-0.026967291,0.018952782,0.061095519,-0.027714868,0.1618944,0.24925215,0.26881345,0.29826648,0.054597536,-0.26293619,-0.077135043,-0.053747168,-0.19165462,0.18410971,-0.053803203,0.18015114,0.099568067,0.085192838,0.086709109,-0.053385401,0.050459943,-0.13527945,-0.19286741,-0.13387756,-0.053831812,-0.09626293,-0.16174963,-0.38285607,-0.46525554,-0.25584996,0.34747467,0.37817944,0.68103806,0.99187348,0.50565896,0.13409344,-0.2693709,-0.45098119,0.51771042,-0.64985946,0.10897516,0.049587462,-0.30297439,0.040541841,-0.69523132,0.11090398,0.1299271,-0.018619978,0.084443617,0.097500029,-0.17395759,0.19875823,0.0049465524,-0.2921048,-0.078462504,0.10753496,0.60331378,0.055648017,0.21376533,-0.048409045,-1.0680823,0.5090475,0.3137426,0.172709,0.35141581,0.077905073,0.22845939,0.38764464,-0.037404365,-0.31962382,0.10536904,-0.38226801,-0.37321599,-0.24152762,0.12788062,-0.36317287,0.13251753,-0.057275682,-0.58535975,-0.29011778,-0.14072096,0.22927863,0.12362477,-0.26189892,-0.60513444,-0.61257154,-0.20277331,-0.076340261,-0.087927667,-0.076778295,0.49543328,0.20170604,-0.24330731,0.54687345,-0.09946089,0.69801307,-0.051902409,-0.33766567,-0.20506926,0.0180081,0.12805545,0.36780142,0.22070016,0.39976636
6.2362424,0.028322492,-0.071551468,0.088988505,-0.19824483,0.10757,4.014592,-0.57319011,-0.55547671,1.6705659,-1.8570126,-0.18924914,-0.034032039,0.44032475,-0.16237281,-0.40562982,-0.1761805,-0.10472398,-0.1836298,-0.15008376,-0.095286175,-0.085541045,0.14064089,0.066877884,0.23883168,0.063603044,-0.17623302,-0.25249687,-0.056340988,-0.22974808,-0.015277855,0.17802243,0.11748626,0.18122165,0.12112153,-0.25770585,-0.49160659,-0.11870544,-0.064362261,-0.12530888,-0.048634183,-0.069785701,0.16322945,0.17673451,0.27813417,0.34959652,0.14212528,-0.099134964,-0.49542665,-0.068988141,0.0062817693,-0.056473945,0.030023741,0.026199618,0.163583,0.31688301,0.43601878,0.32694276,0.26253167,0.077853558,0.0055990274,-0.081346882,-0.044068991,0.020507005,-0.0041944909,0.023191956,0.20457272,0.26860816,0.36362987,0.36879237,-0.015454609,-0.22050093,0.10598613,-0.0034113178,0.048951897,0.074954803,-0.033316796,0.11101745,0.13471471,0.052542658,0.11064338,0.078836633,-0.044513428,-0.13108667,-0.20561513,-0.18494741,-0.11432281,-0.05097176,-0.1395842,-0.28488173,-0.39910986,-0.19778163,0.73263394,-0.021987216,-0.18746652,0.0061707419,-0.069497347,0.090021022,-0.040190456,0.51994737,-0.42619778,-0.58182485,0.23180052,-0.30363847,-0.23578147,0.25599172,-0.98632065,-0.13782081,0.062754382,0.38195235,0.11837343,-0.17306883,0.024229566,0.36039432,0.11046542,0.26875019,0.21574543,-0.14626407,0.37630759,0.0064263904,-0.17982441,0.30670315,-0.50010131,0.40261556,0.25130056,0.032200582,0.51946532,-0.1401769,-0.24309939,0.39178787,0.055726248,-0.17838078,-0.071171342,0.54567816,-0.18275425,0.5692163,-0.23290639,0.37042936,0.34766843,0.15743645,-0.5155204,0.18598316,-0.18630996,0.14615474,0.087824804,0.51866898,-0.16706641,0.10730498,0.049287016,0.15219868,0.77865007,0.039098969,0.53755613,0.43858352,-0.19734716,0.22198344,0.030476566,0.50969973,0.23939488,-0.33763955,-0.28551583,-0.055722144,0.12537957,0.38715405,0.16395652,0.33349736
6.2224536,0.02192741,-0.057578292,0.081756665,-0.18986125,0.099736953,3.9801268,-0.49011255,-0.37400625,0.95467134,-1.0855726,-0.14219985,-0.085311837,0.48634635,-0.083588932,-0.29648714,-0.21484349,-0.22726241,-0.31274154,-0.16141752,-0.0094584203,-0.047456711,0.1067636,0.12741907,0.22916499,0.028824464,-0.076754958,-0.21153518,-0.10920152,-0.16908161,0.058043774,0.15978109,0.095407468,0.16976767,0.16460683,-0.093172507,-0.35331122,0.061336383,-0.10043534,-0.044798421,-0.049947711,-0.041122151,0.21483344,0.15104943,0.33580137,0.37246836,0.21144281,-0.08332315,-0.49738174,0.016322033,-0.022972614,-0.0076506544,0.023594892,-0.0033820271,0.14353112,0.27802859,0.36024159,0.36351445,0.34153151,0.07951626,-0.15930971,-0.099960183,0.021046058,0.046382831,0.10353432,-0.014790463,0.22518793,0.23007881,0.28966585,0.31956929,0.085425513,-0.20121236,0.082930136,0.011298615,-0.10808981,0.15175348,-0.052873084,0.17865751,0.18289783,0.071277424,0.11039238,-0.033665633,0.033370897,-0.1167996,-0.17868969,-0.10457766,-0.021087067,-0.075170343,-0.24837316,-0.40008317,-0.43468328,-0.24388175,0.39145942,0.39408353,0.56043112,0.60298751,0.3022196,-0.14659576,-0.47742244,-0.16360325,-0.92158025,-0.61156469,0.044196917,-0.2659239,-0.29063552,0.028923919,-0.64522989,0.22104728,-0.0031863618,0.13362005,0.2638409,-0.18352334,0.03941286,0.098014908,0.041269207,-0.068516189,-0.47612482,0.072356479,0.40092751,0.12630875,0.32494128,-0.033544064,-0.76730473,0.33693097,0.59498256,0.0033641654,0.32424865,-0.072317724,0.13448833,-0.19254871,-0.51621188,-0.31426329,-0.053751774,0.45340409,-0.41101228,0.72208066,-0.058777387,0.3224607,0.17652645,-0.045944382,-0.65293215,-0.3930892,-0.25854644,0.1716044,0.32459596,0.30880083,-0.43172544,-0.48042572,0.35007065,0.11008904,-0.35632572,0.47114445,0.42111834,0.047016386,-0.21812796,0.37466366,0.25904174,1.0020491,-0.21514846,-0.4615287,-0.11466608,0.19104567,0.12691476,0.41408721,0.20407736,0.37420237
6.2041542,0.020425754,-0.065569894,0.090142976,-0.19849227,0.10918357,3.9830799,-0.46714828,-0.3988019,0.97204531,-1.1197977,-0.18939953,-0.057951202,0.50759202,-0.11093982,-0.38311326,-0.18326719,-0.12175726,-0.17323302,-0.10562827,-0.10011242,-0.078880832,0.20377714,0.13875868,0.23998637,0.13140997,-0.074247628,-0.19758608,-0.054243829,-0.12851838,0.0047721974,0.16236552,0.10960192,0.13698258,0.1777289,-0.22368193,-0.38856559,0.0050518698,-0.040657647,-0.053362667,-0.05853302,-0.025895714,0.12064476,0.21893817,0.35425062,0.42157351,0.20011265,-0.029712397,-0.48762914,-0.011246531,0.03628674,0.019393419,0.028831561,0.069600613,0.14167264,0.34651283,0.48182947,0.38101672,0.34301876,0.12316075,-0.0058380523,-0.038165015,-0.018478436,0.090477077,0.037898938,0.00096695838,0.20848109,0.31152412,0.34248507,0.36839809,0.0080001208,-0.17337786,0.036973493,0.079275041,-0.0076869132,0.11116063,0.0046449913,0.16007474,0.11448459,0.0664848,0.1364568,0.082123451,0.0001353668,-0.15141141,-0.16975797,-0.11532482,-0.08763448,-0.021401656,-0.089173484,-0.33808337,-0.39888399,-0.19222542,0.36820554,-0.28344861,0.096419004,0.28339916,-0.051486053,0.65593981,-0.48892672,0.2143769,-0.064873697,-0.47159449,0.13466744,-0.21415753,-0.22605106,0.10664766,-0.70143121,0.076116582,-0.19553118,0.7395807,0.31650686,0.20854982,0.029107774,0.0095946102,0.20398565,-0.032442504,-0.18731908,-0.26092119,0.3487722,-0.084746035,0.31102731,0.063179499,-0.41336971,0.52151923,0.96688818,0.16547645,0.42084655,-0.0019643056,0.19502264,0.15238508,-0.15879891,-0.23216554,0.017362092,0.12991409,-0.36601205,0.40656858,-0.10598552,0.59714156,0.23781372,-0.28570865,-0.69914583,0.24900435,-0.43495362,0.29811295,0.41447911,-0.046068951,-0.50214978,0.39463431,0.37267852,-0.03499584,0.17765732,0.075984051,0.59046545,0.26212998,-0.2280659,0.36871814,0.26215383,0.84516929,0.054202472,-0.30151001,-0.36728865,0.26902942,0.12552974,0.36786724,0.16814753,0.3736741
6.2135841,0.023537658,-0.06412036,0.085101911,-0.20006055,0.10619526,3.9966717,-0.5168657,-0.48757906,0.69123424,-0.88480097,-0.19676785,-0.050251611,0.43935284,-0.025348268,-0.37306624,-0.19880237,-0.26740173,-0.28169283,-0.13142027,-0.0032956156,-0.052141495,0.12590996,0.097092906,0.248467,0.10291742,-0.074124725,-0.21237967,-0.079069437,-0.15364934,-0.00012732304,0.1457495,0.13708925,0.19182953,0.20050678,-0.10010506,-0.42842975,0.011461134,-0.076706147,-0.067368008,-0.028841445,-0.041030085,0.16622415,0.18496141,0.34821303,0.40802721,0.19411372,-0.10193807,-0.45888246,0.027787755,0.019217394,-0.0014163801,0.0040250548,0.03573768,0.13765525,0.32087115,0.4534391,0.38139653,0.28921428,0.1238799,-0.015064793,-0.043923092,-0.034539769,0.019450796,0.1022693,0.015449996,0.16612417,0.29366217,0.35163959,0.3690313,0.038260923,-0.24529537,-0.0084483492,-0.053644466,-0.039720546,0.18234748,0.0071585114,0.12082908,0.091216994,0.071410432,0.10482498,0.028692064,-0.029141622,-0.095389421,-0.179407,-0.15584084,-0.11789745,-0.11057527,-0.077760018,-0.35745074,-0.35995624,-0.24017,0.21684503,-0.42957692,-0.33166093,0.68667776,0.13573294,0.26275286,-0.67739014,-0.015604266,0.10434376,-0.70433578,0.090384744,-0.3369006,-0.48205999,0.057806063,-0.3715748,0.063073442,-0.17548329,0.74616607,0.26474206,0.22499591,0.085572514,-0.081331292,0.1329437,-0.016131574,-0.35552507,-0.3329445,0.54297427,0.13639478,0.17130901,-0.56597715,-0.77315276,0.65467396,0.52230526,0.027224343,0.42000009,-0.14947507,0.22084569,-0.18028288,0.11359981,-0.031672319,-0.075662239,-0.098701373,-0.38083395,0.59842174,0.18194325,0.12759502,0.41872954,-0.11674736,-0.36890003,0.35969496,-0.28400651,0.09994291,0.1754746,-0.14930216,-0.48746526,0.024787286,-0.20556078,0.29153129,-0.047531242,0.1152765,0.40117247,-0.1551627,-0.31374857,0.48338306,0.67716044,0.56114429,0.098346309,-0.3603473,-0.2909806,0.1287314,0.12939693,0.37701577,0.20977484,0.34487685
6.2081944,0.031010205,-0.061088232,0.091394403,-0.20779353,0.11919588,3.9221262,-0.54694337,-0.40946545,0.47554751,-0.59234476,-0.13203295,0.017373238,0.53280463,-0.16305376,-0.3413205,-0.16896745,-0.088304089,-0.21243188,-0.11130985,-0.083785299,-0.055007457,0.17398161,0.12889023,0.23913803,0.046071693,-0.17703778,-0.2444553,-0.088276273,-0.19334526,0.013976103,0.19076431,0.10303952,0.17316664,0.12398697,-0.18220458,-0.39322096,-0.045814833,-0.091193331,-0.055941027,-0.052250106,-0.0011571856,0.20101984,0.19680761,0.35289508,0.36534482,0.22465891,-0.027810471,-0.49365838,-0.041858378,-0.025468564,-0.040663867,0.040929237,0.052120934,0.15214259,0.33306212,0.39166859,0.41051855,0.36913055,0.095385477,-0.063905211,-0.12158643,0.010822848,0.052742002,0.027076168,0.0039512364,0.25134078,0.27064574,0.3442239,0.36730829,0.072882344,-0.17555066,0.11204888,0.046047289,-0.039979209,0.10342004,-0.042627536,0.22218861,0.19631216,0.12187006,0.11299984,0.04354075,-0.047990191,-0.13427106,-0.15311809,-0.078861148,0.028203994,-0.016389163,-0.1489791,-0.33533565,-0.42413051,-0.17748961,0.65596949,0.51983409,0.32933944,0.15702757,0.027159937,0.046980308,0.11428798,0.25309978,-0.1703349,0.29195629,0.093750594,-0.22198223,-0.27349722,0.18780652,-0.66118379,-0.15715407,0.080284007,-0.64082386,0.3507803,-0.11194417,0.032273972,0.22969617,-0.39451216,0.20882452,0.28821839,0.17180562,0.12283504,-0.16679104,0.087102969,0.46867766,-0.38357018,-0.029143372,0.37167229,0.25595491,0.2841544,-0.22264359,0.025861565,0.34492967,0.074458447,-0.16941164,0.21612837,-0.22723909,-0.021983027,0.19568789,0.082634111,0.043740047,0.30294799,0.082864564,-0.8463374,-0.11201562,-0.36646248,0.38190941,0.37374343,0.22386035,-0.05420053,-0.14524177,0.095249109,-0.11091754,0.30347987,-0.26023281,0.36174092,0.39933387,0.032869594,0.30975121,-0.34685757,0.65247316,0.26328635,-0.54175018,-0.34787532,0.026023613,0.12004203,0.40250197,0.18230056,0.2744794
6.2107223,0.036737444,-0.05316348,0.074825118,-0.19539104,0.12014229,4.0512506,-0.39690846,-0.33169978,0.9274031,-1.1358848,-0.10871476,-0.011322243,0.42959524,-0.046145301,-0.32141667,-0.23331426,-0.25775573,-0.26497544,-0.069291025,0.0028382826,-0.015539844,0.1383005,0.12865267,0.2520447,0.092244696,-0.09097311,-0.19523022,-0.082966577,-0.17869436,0.0068734337,0.178403,0.11241996,0.15614475,0.13832761,-0.17917276,-0.41371125,-0.068677316,-0.084094542,-0.063731803,-0.032927487,-0.062544491,0.14342058,0.18827013,0.38144665,0.37473374,0.19379474,-0.067594388,-0.54252044,-0.032815479,-0.033186085,0.031271793,-0.019613571,0.027187186,0.14824725,0.29744559,0.43985589,0.39727747,0.31718031,0.13626908,-0.026355392,-0.0090647918,-0.021150979,0.044886315,0.046214688,-0.02825593,0.18853781,0.33121549,0.39981901,0.41141549,0.042148719,-0.21980176,0.046840715,0.061764654,-0.0033988524,0.15567157,-0.0020177278,0.20621338,0.11713982,0.037207453,0.12444095,0.017992751,-0.063644172,-0.018108695,-0.1486615,-0.080342501,-0.076698937,-0.030552106,-0.12673115,-0.37800133,-0.34547061,-0.24974974,0.14886617,0.50872822,0.17890724,0.28581155,0.57273922,-0.2330562,-0.16132945,0.039281116,0.54554175,-0.25012659,0.15653952,-0.43518315,-0.41830407,0.099366536,-0.38872783,-0.15717459,-0.30970475,0.13047102,0.19216012,0.013907007,-0.12065336,0.12678523,0.042317293,0.17903912,0.13283655,0.41285716,0.37575317,-0.11629744,0.48527737,0.048407869,-0.70891545,0.077996732,0.3473125,0.026735139,0.35804916,0.15526777,-0.022179455,0.16306658,-0.53516601,-0.28055429,0.0050338325,0.19044519,-0.47736787,0.12972327,0.47195359,0.45441165,0.091658649,-0.21495032,-0.4967075,0.21165685,-0.26323069,-0.021556167,0.42080964,0.10566738,-0.16006372,-0.26243338,0.28887323,-0.17650725,0.20741043,-0.38664611,0.28122873,-0.21441831,-0.52333685,0.41235435,0.56832628,0.31077401,0.30450209,-0.56251524,-0.26222645,0.039040847,0.12079245,0.3934361,0.19912618,0.34065041
6.2200407,0.043940126,-0.058399588,0.071266928,-0.17384972,0.13236174,4.0683166,-0.64502561,-0.45894554,0.35585277,-0.47194284,-0.1521204,-0.068450937,0.51065461,-0.074339971,-0.28937989,-0.23528883,-0.078092492,-0.21518401,-0.13400187,-0.028638843,-0.059818491,0.20813805,0.11984477,0.22187838,-0.02664734,-0.17511084,-0.23930298,-0.05996574,-0.15565613,0.005767442,0.14494949,0.11560961,0.18721296,0.11099733,-0.25108129,-0.48048859,0.05514469,-0.067722327,-0.088466926,-0.054988763,-0.031062703,0.18059631,0.16608615,0.31722596,0.36109778,0.15146805,-0.11994716,-0.53120991,0.041497366,0.030459411,-0.075847033,0.054609752,0.043171349,0.096826352,0.31775455,0.36169257,0.40877138,0.33612557,0.071890057,-0.059756392,-0.083551016,0.043274845,0.069350764,0.083449937,0.033938694,0.22610863,0.2066305,0.27335897,0.30647707,0.045781918,-0.22550173,0.073673592,0.0098075613,-0.027547957,0.094120784,-0.013701403,0.14839878,0.15694257,0.12146331,0.082214713,0.026400622,0.036945348,-0.15471771,-0.14796047,-0.13290666,-0.027000002,-0.053216125,-0.11830244,-0.32116527,-0.42671166,-0.12197592,0.25584771,-0.39861358,-0.11684527,0.57002697,0.35332551,0.38333352,-0.096377436,-0.31295709,-0.55173748,-0.42792518,-0.21456211,-0.24554197,-0.44133736,0.052553673,-0.76664613,-0.24735118,0.096020123,-0.15349983,0.078938077,-0.29112852,-0.12054401,0.40995998,-0.27636297,-0.40789981,-0.33750994,-0.11574436,0.032436321,-0.18024599,-0.40979429,-0.027421693,-0.53952605,0.43403825,0.71844815,-0.12832727,0.1079735,0.52788279,-0.11230664,-0.040658183,0.15630698,-0.4527259,0.039273353,-0.21655622,0.088626595,0.21076101,-0.22166442,-0.68144941,0.49988983,-0.096305362,-1.0729156,0.23159289,-0.19350994,0.36681077,0.11617963,-0.33743135,-0.16743624,0.42452779,0.0018284332,0.16088719,0.20784502,0.3596343,0.17468368,0.54125471,-0.0057629799,0.356267,-0.25717806,0.50573878,-0.04141299,-0.51107981,-0.34926915,-0.30096261,0.12167066,0.38115374,0.1886843,0.3787058
