beta_gamma_0,beta_gamma_1,beta_gamma_2,beta_gamma_3,beta_gamma_4,beta_gamma_5,beta_theta_0,beta_theta_1,beta_theta_2,beta_theta_3,beta_theta_4,beta_theta_5,beta_theta_6,beta_theta_7,nu_gamma_0,nu_gamma_1,nu_gamma_2,nu_gamma_3,nu_gamma_4,nu_gamma_5,nu_gamma_6,nu_gamma_7,nu_gamma_8,nu_gamma_9,nu_gamma_10,nu_gamma_11,nu_gamma_12,nu_gamma_13,nu_gamma_14,nu_gamma_15,nu_gamma_16,nu_gamma_17,nu_gamma_18,nu_gamma_19,nu_gamma_20,nu_gamma_21,nu_gamma_22,nu_gamma_23,nu_gamma_24,nu_gamma_25,nu_gamma_26,nu_gamma_27,nu_gamma_28,nu_gamma_29,nu_gamma_30,nu_gamma_31,nu_gamma_32,nu_gamma_33,nu_gamma_34,nu_gamma_35,nu_gamma_36,nu_gamma_37,nu_gamma_38,nu_gamma_39,nu_gamma_40,nu_gamma_41,nu_gamma_42,nu_gamma_43,nu_gamma_44,nu_gamma_45,nu_gamma_46,nu_gamma_47,nu_gamma_48,nu_gamma_49,nu_gamma_50,nu_gamma_51,nu_gamma_52,nu_gamma_53,nu_gamma_54,nu_gamma_55,nu_gamma_56,nu_gamma_57,nu_gamma_58,nu_gamma_59,nu_gamma_60,nu_gamma_61,nu_gamma_62,nu_gamma_63,nu_gamma_64,nu_gamma_65,nu_gamma_66,nu_gamma_67,nu_gamma_68,nu_gamma_69,nu_gamma_70,nu_gamma_71,nu_gamma_72,nu_gamma_73,nu_gamma_74,nu_gamma_75,nu_gamma_76,nu_gamma_77,nu_theta_0,nu_theta_1,nu_theta_2,nu_theta_3,nu_theta_4,nu_theta_5,nu_theta_6,nu_theta_7,nu_theta_8,nu_theta_9,nu_theta_10,nu_theta_11,nu_theta_12,nu_theta_13,nu_theta_14,nu_theta_15,nu_theta_16,nu_theta_17,nu_theta_18,nu_theta_19,nu_theta_20,nu_theta_21,nu_theta_22,nu_theta_23,nu_theta_24,nu_theta_25,nu_theta_26,nu_theta_27,nu_theta_28,nu_theta_29,nu_theta_30,nu_theta_31,nu_theta_32,nu_theta_33,nu_theta_34,nu_theta_35,nu_theta_36,nu_theta_37,nu_theta_38,nu_theta_39,nu_theta_40,nu_theta_41,nu_theta_42,nu_theta_43,nu_theta_44,nu_theta_45,nu_theta_46,nu_theta_47,nu_theta_48,nu_theta_49,nu_theta_50,nu_theta_51,nu_theta_52,nu_theta_53,nu_theta_54,nu_theta_55,nu_theta_56,nu_theta_57,nu_theta_58,nu_theta_59,nu_theta_60,nu_theta_61,nu_theta_62,nu_theta_63,nu_theta_64,nu_theta_65,nu_theta_66,nu_theta_67,nu_theta_68,nu_theta_69,sigma_u_gamma,sigma_u_theta,sigma_v_gamma,sigma_v_theta
6.2141358,0.02009899,-0.083518562,0.1120122,-0.17528256,0.15554629,4.1225142,-0.54318274,-0.47307179,0.50980735,-0.72897161,-0.16038495,-0.045290923,0.48686192,-0.077181424,-0.40620307,-0.25024534,-0.025706229,-0.13267901,-0.10628054,-0.04904259,-0.054371945,0.071803474,0.031027935,0.10256968,-0.096275127,-0.040597908,-0.16268357,-0.048337876,-0.24113971,0.044100231,0.16988194,0.081699957,0.1468389,0.079733925,-0.23470625,-0.51343288,0.065766079,0.001119716,-0.06138883,-0.048045971,-0.0057844674,0.19231057,0.11670166,0.27753989,0.34133165,0.15057077,-0.1770592,-0.58595199,0.020524537,0.080295044,-0.016860747,0.092541714,0.078653136,0.15673443,0.37263782,0.42444063,0.35972874,0.32570829,0.066111232,-0.057840079,-0.06172318,0.045800079,0.037231092,0.097338781,0.0037700281,0.18503815,0.34975026,0.37217414,0.34617359,0.084672236,-0.1792522,0.077039237,-0.059355928,-0.048223246,0.12491078,0.010888771,0.17510767,0.11371558,0.091673896,0.19429612,0.11827827,-0.10999125,-0.13957149,-0.19880722,-0.087523322,-0.062962743,0.014521709,0.09535259,-0.25380069,-0.37761034,-0.22164406,0.4000685,0.50669839,0.18191418,-0.071179464,0.054138758,0.37539478,-0.18909353,-0.68930215,-0.65374074,0.019015337,-0.064458264,-0.41377519,-0.48088634,-0.016105206,-0.6954963,-0.55084474,-0.54055804,0.46409439,-0.050358248,-0.19747394,0.028019452,0.22210355,0.34334477,-0.1883441,0.032378286,0.43415902,0.24195055,-0.026663959,0.011833596,-0.25072409,-0.79295678,0.69666561,0.42256174,-0.0053041525,0.17254101,0.24014606,-0.0039365445,-0.33896418,0.07840401,-0.13648014,-0.058457467,-0.45208986,-0.28817955,-0.10301994,-0.72639669,0.33013307,0.33233011,-0.21586276,-0.84555678,-0.43998008,-0.93580521,0.033961955,0.18939728,-0.24503936,0.086198082,0.30902957,-0.14633322,0.5225767,0.53459919,0.21292263,0.29541759,0.81557627,-0.42882676,0.44182398,-0.58181124,0.65330624,0.0027440866,-0.62174267,-0.33656029,0.0069215973,0.12440061,0.39194652,0.20728502,0.4028764
6.2115461,0.024779533,-0.077290525,0.10740548,-0.17952682,0.14020945,4.0708357,-0.5227204,-0.39678713,2.193415,-2.3975104,-0.1022894,-0.046270043,0.47353743,-0.097450588,-0.34562464,-0.32080104,-0.041737603,-0.19054084,-0.17223098,-0.047606622,-0.057097317,0.049263154,0.0082766134,0.16571025,-0.002131621,0.00040380589,-0.17693588,-0.015720716,-0.15722913,-0.0047872361,0.17201676,0.088217947,0.14833282,0.11454493,-0.31940985,-0.45304634,0.10489933,-0.057894837,-0.027037959,-0.054169088,0.0033036717,0.19784288,0.22374271,0.35959041,0.27934586,0.15183877,-0.12334549,-0.46059867,-0.050267444,-0.017862387,0.062189629,0.030725236,0.042181683,0.152539,0.39814938,0.494118,0.34836364,0.25063588,0.084572791,-0.070894292,-0.13086971,-0.045711031,0.066012594,0.079376629,0.06143027,0.23709952,0.33263749,0.353757,0.32358704,0.076154259,-0.21879181,0.056993033,0.044494788,0.012969355,0.13321911,-0.032995806,0.15726209,0.17267898,0.11244552,0.17236298,0.11822384,-0.018895156,-0.098311059,-0.17354041,-0.090972488,-0.050427325,-0.01828158,-0.01680568,-0.2836546,-0.35927549,-0.12693689,0.36631963,0.62932637,-0.55660466,0.34670017,0.26960717,0.19096775,-0.73454861,-0.26356881,-0.044891167,-0.49491044,-0.065543661,-0.60975452,-0.52659996,0.1109939,-0.51710086,-0.24545033,-0.39179773,0.38487155,0.15357595,-0.082687961,-0.12588215,0.099000773,0.052953384,-0.14096814,0.072800724,0.14285957,0.32853756,0.0039656678,0.0382707,-0.48532755,-0.71707416,0.7782425,0.5860491,-0.059051282,0.060723876,0.26314242,-0.26717926,-0.26833535,0.28301998,-0.42528924,-0.085173575,0.028530868,-0.26141448,0.24994895,0.15120373,-0.18260383,0.19736212,-0.21204626,-0.91906075,-0.65465612,-0.79781739,-0.15393965,0.12757642,0.025349659,-0.14124208,-0.053986107,-0.12009975,0.19251889,0.20989932,0.18244073,0.40190341,0.47003998,-0.39168607,0.39159281,-0.26210178,0.83829383,0.089352085,-0.63232866,-0.34031352,0.069945242,0.1254443,0.38230163,0.20225168,0.40500879
6.2184994,0.015132197,-0.081517528,0.11776419,-0.20915765,0.14887073,4.0786628,-0.39293948,-0.32936527,3.6035451,-3.8144945,-0.15852134,-0.059649973,0.49692552,-0.1660538,-0.46647011,-0.28905055,-0.15443654,-0.20192658,-0.065902636,-0.051840251,-0.081837532,0.14615096,0.049741552,0.14804738,-0.031684465,-0.023244412,-0.18803553,-0.095747216,-0.13014579,0.05560114,0.13087428,0.063836743,0.10530116,0.099780288,-0.12157799,-0.50676389,-0.037096016,-0.049272021,-0.029101412,0.033070605,-0.013807864,0.17200038,0.13745442,0.25389122,0.41326135,0.20234358,-0.10167001,-0.58311351,0.056358914,0.028556761,-0.084655776,0.017039271,0.058453798,0.18411347,0.33586649,0.36660534,0.4399905,0.33975182,0.11873005,-0.061993882,-0.085086671,-0.037671893,-0.031302934,0.075172481,-0.058875751,0.18721235,0.3252713,0.42424316,0.44546289,0.079445118,-0.24126571,-0.069815897,-0.14273799,-0.13030427,0.15108242,-0.0314923,0.16383533,0.1503484,0.18006199,0.19230864,0.12561561,-0.0011374291,-0.088159202,-0.1652484,-0.085811184,-0.036708256,0.060095607,0.044282594,-0.32940964,-0.32015486,-0.30557936,0.33094257,-0.41109538,0.56242499,0.78520362,0.28111785,0.64102117,-0.36751195,-0.50577302,0.36666845,0.016762995,-0.0085026508,-0.046337253,-0.33137067,0.16007527,-1.0895533,-0.18265337,-0.2645045,0.86850555,0.15090827,-0.16116673,-0.10279558,-0.38961254,-0.1334906,0.048434554,0.30851495,-0.31562378,0.1436938,-0.16616025,0.37675452,-0.53701064,-0.83731109,0.81983787,0.26016094,-0.12615149,0.36554325,-0.3504243,0.099134155,-0.12309618,0.36961699,-0.1186533,0.054483957,0.22360239,-0.45477993,0.29527426,0.37843407,-0.12491281,0.30632267,-0.38240852,-0.9479287,-0.61993224,-0.80650963,-0.096091603,-0.0059906174,-0.38978094,-0.67150378,-0.11624708,0.048246171,0.012595853,0.10941173,0.25030925,0.28389305,0.20025221,-0.35507435,0.52338973,-0.83612864,1.476501,-0.024551145,-0.56957861,-0.47601908,-0.019404442,0.12743653,0.39639887,0.18977323,0.44651502
6.2423273,0.018486057,-0.050688472,0.13093233,-0.20157889,0.16274778,3.9463543,-0.55564446,-0.39327322,0.25540146,-0.36370082,-0.065618319,-0.0025720871,0.4702308,-0.16847939,-0.45271253,-0.40801198,-0.12724791,-0.21520689,-0.085132185,-0.047923505,-0.14458692,0.12044213,-0.0065441991,0.060817098,-0.04518327,-0.066104963,-0.25561094,-0.16432957,-0.19340651,-0.010183038,0.061859808,0.0048915489,0.05550122,0.017724576,-0.316552,-0.5856368,-0.084844947,-0.10407952,-0.10416581,-0.031566653,-0.086433646,0.088909832,0.071722381,0.23951861,0.35887602,0.089205058,-0.14611925,-0.7064556,0.02480119,-0.0028837129,-0.12055718,-0.033399586,0.0048074436,0.1080305,0.27594027,0.33235249,0.43759845,0.32935529,0.10238015,-0.061112178,-0.14865053,-0.041668268,-0.029764636,0.064760339,-0.070130972,0.15607657,0.27580433,0.37312471,0.403265,0.090600454,-0.15985109,-0.011606493,-0.04784764,-0.086214158,0.14239841,-0.0033927563,0.18979343,0.1542939,0.14924258,0.16298948,0.072367618,-0.12302455,-0.049477712,-0.10953007,-0.090604218,0.020786129,0.10291396,0.0071121039,-0.32639225,-0.2777587,-0.17068931,0.7343709,0.72406524,-0.3616029,0.448337,0.30939955,0.0044050222,0.039900344,0.30115139,-0.28030835,-0.36033896,0.12943136,-0.58435976,-0.37042222,0.28492142,-0.58843798,-0.11055186,0.15383171,-0.48846356,0.2828293,0.14774228,-0.019508148,0.47710001,-0.04808759,-0.10609117,-0.10797165,0.42680512,0.29500327,-0.01683543,-0.22635231,0.80974447,-0.81562999,0.35130985,0.387291,0.11197534,0.65769384,0.18558915,0.021912879,0.44417906,-0.31495383,-0.34881539,0.027671877,-0.17532347,-0.30948005,0.61670314,-0.10095562,0.31230336,0.59123597,0.084438932,-0.55356846,1.0398511,0.13146586,0.46065038,0.26204454,-0.35295244,0.18284877,0.045556004,0.010455339,-0.016881973,0.19369834,0.098865215,0.30921369,0.23629849,0.097930472,0.45715731,1.0248833,0.2068219,0.10646921,-0.41855058,-0.41159572,0.26658877,0.12516463,0.38005706,0.18566138,0.4185789
6.2521524,0.030905051,-0.062334335,0.12013421,-0.19325962,0.1591656,3.9736722,-0.56881925,-0.4952519,-0.37171329,0.1887451,-0.090294458,-0.038864911,0.45605949,-0.12732994,-0.44773476,-0.42223314,-0.17608695,-0.20090844,-0.16840129,-0.11460769,-0.16563857,0.083424217,0.021472729,0.14364418,-0.15927983,-0.06928235,-0.22769622,-0.098535937,-0.22413216,-0.10045297,0.10857518,0.014239287,0.068881593,0.077677256,-0.28579759,-0.53460519,0.063942631,-0.12776151,-0.071948431,-0.1356957,-0.064391756,0.12539404,0.078029948,0.30873834,0.33061511,0.1670464,-0.16556147,-0.54391209,-0.086006125,-0.02934988,-0.038352959,0.024146067,0.031669309,0.09447366,0.27364353,0.43269297,0.33421976,0.32855534,0.04446208,-0.056481263,-0.10950059,-0.081047107,0.025464825,0.0087518182,0.025201566,0.20159569,0.28047344,0.33300532,0.4023441,0.066531072,-0.20271822,-0.081885155,-0.095199222,-0.040414466,0.120945,-0.040821095,0.12715551,0.16450494,0.10118425,0.17486986,0.10285791,0.026045113,-0.095956234,-0.17120823,-0.079856712,0.034830578,0.097089941,-0.086313839,-0.2983744,-0.36551481,-0.15397105,0.68121751,0.66704266,-0.049802071,0.48030863,0.0074438728,0.26498139,-0.30361756,0.19832534,-0.010451095,-0.49257422,0.38553555,-0.50839396,-0.32363011,0.36393691,-0.59967523,-0.019796798,0.41706256,-0.11242106,0.36704485,0.11683652,-0.11561598,0.56176039,-0.32948209,0.15516456,0.14995696,-0.053649327,0.36796971,0.025423935,-0.10569514,0.37243499,-0.98954283,0.44447549,0.53268576,0.13766327,0.56343077,0.2431155,-0.14201945,0.31116704,0.2181253,-0.55740002,0.10887261,0.24767551,-0.181529,0.31267153,-0.051302403,0.06182635,0.43108577,0.13524313,-0.50071635,0.13641548,-0.083168623,0.37829212,-0.037591389,0.28003343,-0.064064359,0.10596178,-0.50972474,-0.60126349,0.60214582,-0.020955412,0.42291542,0.2213977,0.31535488,0.47729922,0.59682235,0.48128746,-0.0020422607,-0.36220083,-0.24921279,-0.065617787,0.12600535,0.37784705,0.20452307,0.37098049
6.2354774,0.025888335,-0.056140882,0.081377118,-0.20036745,0.1301955,4.1525232,-0.45440779,-0.43502573,2.5238249,-2.7710296,-0.18702479,-0.033180405,0.5144948,-0.14461789,-0.35734827,-0.21241663,-0.16750786,-0.25016948,-0.13447447,-0.0076269673,-0.089833684,0.1631598,0.10023704,0.11684668,0.074571581,-0.065239719,-0.24082416,-0.099767586,-0.16160426,-0.040763683,0.12805009,0.13871078,0.14227605,0.092894217,-0.21199177,-0.47043104,0.067991156,-0.1066536,-0.07159889,-0.094109844,-0.027427894,0.15697937,0.12878231,0.32622998,0.37250363,0.14312439,-0.090448148,-0.47157714,0.021213722,-0.040317946,-0.0093664696,0.00020213737,0.020040898,0.10139572,0.2767519,0.43358442,0.33982248,0.31114291,0.059572597,-0.066408935,-0.15015632,-0.03316024,-0.044088671,-0.007923965,0.010148448,0.20568782,0.24846571,0.29800413,0.37274543,0.062818826,-0.23621714,-0.067433495,0.0072562899,-0.059258315,0.10208986,-0.049840523,0.091527984,0.13791238,0.086611771,0.094097926,0.068209181,-0.0095100866,-0.1408616,-0.21518025,-0.15933466,-0.035466144,-0.023006324,-0.19862331,-0.38506978,-0.43987443,-0.24225522,0.512863,0.66862477,-0.12744473,0.25168793,-0.37089521,0.2529751,-0.16538802,-0.36409736,0.1139057,-0.62479945,0.18674177,-0.13230869,-0.55825942,-0.023158799,-0.5136844,-0.17014473,-0.18654881,-0.2835327,0.0080716456,-0.40250292,-0.18938013,0.50415345,0.090473538,-0.054722792,0.079713616,-0.42281367,-0.090207624,-0.21725385,-0.036753466,-0.19789078,-0.76230847,0.27936395,0.44604442,-0.1205425,0.13010444,-0.15443779,-0.071630221,-0.29457932,0.54010011,0.15962363,-0.26094818,0.14774195,-0.36083979,0.58095753,0.24171467,-0.074914574,0.08284294,-0.22435251,-0.74668404,0.029788943,-0.52148291,-0.0020455966,0.044467952,-0.16557013,-0.27135331,0.26145598,0.67010619,-0.14382707,-0.54734265,-0.11659001,0.31653171,0.11188193,-0.25572225,0.23258916,-0.38946296,0.40429368,-0.10464237,-0.66116284,-0.496508,-0.27036134,0.12442623,0.38592292,0.2012555,0.30816148
6.2447924,0.033260643,-0.07588178,0.069720296,-0.17465654,0.16963091,3.9905791,-0.49888427,-0.33894262,-0.18161161,0.068860265,-0.088415504,-0.0056975599,0.45412368,-0.039411853,-0.31080046,-0.31977148,-0.08426628,-0.1191091,-0.06614073,0.057677326,-0.069539473,0.17197011,0.092134413,0.11530873,-0.064215942,0.022232062,-0.12350078,-0.027338423,-0.1161699,-0.019341268,0.11912702,0.11166721,0.095461104,0.02318449,-0.31294924,-0.55412845,0.083550904,-0.097367594,-0.048411835,-0.055489908,-0.0074265914,0.15501839,0.11515668,0.29858403,0.31679,0.071746472,-0.11873654,-0.54967977,0.037366198,-0.026747093,0.0018089027,0.0065880561,0.016065129,0.081602423,0.283554,0.43554496,0.32373915,0.28810654,0.04753729,-0.089393809,-0.10998955,-0.11291186,-0.096138975,-0.021618881,-0.019178035,0.17514693,0.25156042,0.27807339,0.32664612,0.052556701,-0.26428749,-0.062590233,-0.091862851,-0.090275247,0.065191404,-0.080538806,0.067965472,0.12664923,0.091452699,0.1018187,0.069844261,-0.1656432,-0.17252709,-0.23893014,-0.13526221,-0.070385132,-0.0020228644,-0.074061291,-0.41572723,-0.42786835,-0.36168881,0.23689332,0.15110473,0.063693724,0.77188774,0.24584502,0.056749542,-0.48074786,0.40322294,-0.11536548,-0.071769963,0.23250625,-0.49679321,-0.32158195,0.32399801,-1.0490245,0.14060907,-0.18662819,0.3166414,0.35028245,-0.076719808,-0.040613784,-0.46046362,-0.52516787,-0.1475001,-0.0010270001,-0.27646427,0.44313162,0.0046985669,0.37681426,0.19277936,-0.9286353,0.48409238,0.71731985,0.15361414,0.2939229,0.059842397,0.092804502,0.63975733,-0.74424843,-0.81024125,0.12587412,-0.12840166,-0.25880058,0.011371176,-0.27440549,0.26024056,0.38539554,-0.13465215,-0.59678732,-0.3153618,-0.28940851,0.35426346,0.12374983,-0.0013173723,-0.19732248,-0.25340171,-0.6613726,-0.016573307,0.8828916,0.20407445,0.43141071,0.17365446,0.12479668,0.50613723,0.5346269,0.39514619,0.027766474,-0.46791389,-0.30054692,0.035282382,0.12451501,0.38819117,0.18740879,0.43473546
6.2244446,0.020216052,-0.051125591,0.1054358,-0.21441091,0.17048528,4.0439532,-0.51656786,-0.45817319,1.5186982,-1.7249066,-0.14015021,-0.041346803,0.52509185,-0.127508,-0.34848763,-0.3208865,-0.15278359,-0.22656081,-0.086576078,-0.0014547306,-0.098586837,0.14676026,0.04534292,0.15902435,-0.0082501001,-0.012221573,-0.19155944,-0.060436977,-0.15986107,-0.047811882,0.10627153,0.11495557,0.1346817,0.058048161,-0.32057321,-0.52666696,0.012767099,-0.059747547,-0.065034658,-0.074920823,-0.018239678,0.15153359,0.12397921,0.3631934,0.36869605,0.14041243,-0.10984667,-0.50463338,-0.041050704,-0.065202132,-0.01706832,-0.00459647,0.0096021374,0.087040973,0.29723359,0.48353574,0.38204642,0.34465134,0.091731191,-0.031564902,-0.20049691,-0.10670073,0.025026248,-0.018555628,0.010665398,0.22197789,0.29808177,0.35073476,0.37817835,0.15072733,-0.15374367,-0.073555813,-0.090220746,-0.09857655,0.073137404,-0.029412274,0.14970759,0.19895207,0.16800799,0.18824304,0.1477002,-0.071182657,-0.11450388,-0.15388196,-0.058368812,0.025822453,0.0658733,-0.011513746,-0.34904947,-0.32279846,-0.2588442,0.5266099,0.14609123,-0.17608108,0.51962914,-0.30153651,0.41706476,-0.062593961,-0.39773734,0.072603225,-0.32527108,0.12201268,-0.23369688,-0.48736163,0.013344405,0.090579312,0.084183124,-0.23659358,0.019067392,-0.041319057,-0.40715605,-0.16253,0.59212212,-0.11962244,-0.013413486,0.16189085,0.85833843,0.06171568,-0.011069841,-0.41587895,-0.059924381,-0.98126467,0.37264684,0.39400154,0.054588969,0.1941678,-0.32188591,0.11437261,-0.3005188,0.56581013,-0.21269919,-0.072432251,0.1215257,-0.16371656,0.85791235,0.49744359,-0.074053004,0.22607128,-0.3094765,-0.5773349,0.26109915,-0.55108628,-0.049951356,0.071446996,0.31722711,-0.36752411,0.086424658,0.68299139,0.19223468,-0.31323591,0.14245937,0.25491407,0.11025579,-0.36879809,0.29958255,-0.17603313,0.79753612,0.17451644,-0.57607388,-0.42509108,-0.197768,0.12546492,0.388933,0.20743013,0.31229007
6.2243431,0.015493419,-0.052795777,0.10675178,-0.21986188,0.17115349,4.0535165,-0.51343158,-0.46245398,1.413264,-1.6013785,-0.15122721,-0.046147,0.53031068,-0.14764093,-0.30597812,-0.29649242,-0.15343766,-0.22259276,-0.087218402,-0.013881872,-0.11141733,0.149364,0.031075608,0.19181691,-0.036610792,0.0079930414,-0.1801139,-0.057002366,-0.17017511,-0.060662953,0.13137427,0.12661587,0.1199494,0.059948072,-0.28554474,-0.52696016,0.031048078,-0.092063742,-0.060381313,-0.065366236,-0.0092923047,0.16033963,0.12569269,0.37177118,0.37380014,0.14943458,-0.12043407,-0.53525816,-0.042161202,-0.048989649,-0.044440086,-0.015931326,0.01651992,0.086680656,0.29475082,0.46641251,0.38758125,0.31434586,0.079203169,-0.056154411,-0.1845817,-0.11340648,0.012733162,-0.0084187654,0.015511073,0.1935671,0.30510403,0.35789814,0.36507613,0.16366727,-0.15861755,-0.079356508,-0.079572317,-0.095392023,0.067604265,-0.0071349717,0.15921444,0.19967434,0.17376928,0.19106495,0.1513892,-0.10354404,-0.10790265,-0.14485675,-0.053242554,0.0016376955,0.039567989,0.0017031942,-0.37597302,-0.29226782,-0.296294,0.49403915,0.1088871,-0.26156904,0.58424998,-0.22985135,0.48352543,0.033477909,-0.40815788,0.074807643,-0.42855494,0.04527369,-0.25515987,-0.43108105,0.012633144,0.12302834,-0.00059098669,-0.21337908,0.044538546,-0.023862961,-0.42469474,-0.12123755,0.74445111,-0.1083455,-0.055941621,-0.026867883,0.93096991,0.066105513,-0.028246348,-0.34156117,-0.14249486,-0.77508023,0.41251852,0.41146786,0.045116648,0.21394076,-0.30314676,0.15895319,-0.36513349,0.43539438,-0.20581478,-0.063764617,0.1643791,-0.076528549,0.85917124,0.5230866,0.026639519,0.2141608,-0.2406315,-0.64849202,0.20797045,-0.6608071,-0.03881436,0.11920867,0.33189548,-0.39260874,-0.058078052,0.59703105,0.053531629,-0.27486946,0.017274368,0.23803078,0.29416108,-0.35510548,0.27195696,-0.31319819,0.82915806,0.22904774,-0.53174749,-0.41537245,-0.19083346,0.12485803,0.38803412,0.20901668,0.32184198
6.2319892,0.034641031,-0.060092605,0.10158092,-0.19442243,0.15760849,4.0781722,-0.73181957,-0.57959026,2.3110108,-2.4182726,-0.09417811,0.018874109,0.50585644,-0.0043464997,-0.43365052,-0.43810273,-0.068126064,-0.18062952,-0.068580212,-0.11265642,-0.063842983,0.055348686,0.067380576,0.13054645,-0.076521634,-0.086427815,-0.223124,-0.081386771,-0.1853051,0.014662742,0.10992589,0.031430107,0.078651107,0.11215659,-0.20662782,-0.49803949,-0.073986475,-0.07048299,-0.10560796,-0.090172685,-0.093780541,0.17614741,0.1458383,0.30288876,0.40533997,0.14751178,-0.1172554,-0.56554991,-0.0094063288,-0.013890815,-0.033285065,0.012821909,0.022391597,0.10663859,0.28472056,0.4124404,0.43482905,0.36580973,0.12438262,-0.092912802,-0.086409106,-0.0096563673,0.017993549,0.072399986,-0.042607513,0.20575361,0.28705953,0.350759,0.41638325,0.019557144,-0.14731505,-0.009945108,-0.032527542,-0.11010779,0.11421171,-0.12046582,0.20957542,0.13190277,0.10360936,0.15986272,0.10557181,-0.089516422,-0.16546514,-0.13097571,-0.084305266,0.014924731,0.054739536,-0.041764066,-0.33851467,-0.39027451,-0.27843425,0.54030334,0.2466614,-0.10826637,0.39339338,0.55177902,-0.13484196,-0.49967733,0.13336524,-0.15590303,-0.47680653,0.40306711,-0.52322455,-0.48774325,-0.14047533,-0.66966788,-0.19557334,-0.045519758,0.20852839,0.15927364,-0.39419909,0.042069568,0.019101028,-0.22963892,-0.18522178,0.02516431,-0.42189874,0.47305874,-0.26435546,-0.23246706,-0.0052200547,-0.88975871,0.57154593,0.36541528,-0.14801068,0.20150848,-0.30958939,0.20671338,-0.095573174,0.22809104,-0.1958835,0.047210412,-0.25817846,-0.064685338,0.22609921,0.11908138,0.29378395,0.3033085,0.063838294,-0.62522071,0.042629408,-0.20756139,0.25713283,0.4692322,0.14496739,-0.002589494,0.069751993,-0.098601104,-0.16019982,0.085416325,0.088729372,0.26512934,0.0062578159,0.081062629,0.33942793,-0.0010087647,0.31260754,-0.097734702,-0.61025838,-0.5485696,-0.34716793,0.12173082,0.39155268,0.18965812,0.34428026
6.2299101,0.016737086,-0.08178039,0.11112543,-0.20643442,0.13049121,4.0748202,-0.61833759,-0.49257056,0.69529738,-0.78126355,-0.12009538,0.026525296,0.45748221,-0.2202577,-0.42613869,-0.11407573,-0.21226373,-0.2192606,-0.21432546,-0.047114375,-0.14249706,0.096951464,0.041611342,0.20904238,0.053960253,-0.12112507,-0.20866064,-0.099517454,-0.19766485,-0.057974083,0.17268984,0.11475375,0.15405997,0.099226014,-0.18831279,-0.42749312,0.032753302,-0.078835266,-0.01676595,-0.020297722,0.0090810773,0.13711627,0.16042201,0.28421398,0.31043978,0.2085027,-0.026425213,-0.50755273,-0.0075461269,0.0029793156,-0.021264654,0.0092079238,0.035590638,0.16923036,0.36284953,0.42645288,0.33280992,0.25871846,0.072702998,-0.0689121,-0.14174094,-0.047300942,-0.047511473,0.015702931,0.036300996,0.19712731,0.30041254,0.37824417,0.36071132,0.1157297,-0.22778253,-0.05853868,-0.10012883,-0.12426062,0.074378678,0.024165165,0.12604731,0.1745692,0.1492645,0.19364252,0.076619293,-0.025313089,-0.13505744,-0.20467955,-0.10875273,-0.046643181,-0.05555707,-0.040344251,-0.34297448,-0.37864244,-0.11405319,0.10814583,0.06066714,0.18472376,0.36233669,-0.037740669,0.41392419,0.29566255,0.040990113,0.14872544,0.08307639,-0.36600243,-0.14148471,-0.53512552,0.17691458,-0.36910274,-0.19623974,-0.2415872,-0.093804353,0.41244934,0.084399718,-0.12614745,-0.10457912,-0.39960935,-0.10849606,0.017730578,0.40147075,0.078321274,-0.06606705,0.066710421,-0.00039684115,-0.18070377,0.23679756,0.27569868,0.11561438,0.27604323,0.23625565,-0.25971546,0.11567338,-0.0038398397,-0.15248527,-0.027019702,0.2006948,-0.10328268,0.34241428,-0.19346164,-0.35290086,0.18716468,-0.088714031,-0.65252214,-0.080122942,-0.087409844,-0.032090359,-0.033241479,-0.21920716,-0.3788833,0.051980729,-0.27078919,0.18115371,0.016270815,-0.21080896,0.21628266,0.41960819,-0.53614373,0.21301403,0.1101189,0.45761673,0.15567795,-0.47823123,-0.30428174,0.22268287,0.12078613,0.39617073,0.20170985,0.27488235
