p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.2953088458327069,0.8946123501100844,0.42580875761463305,0.983073439383854,0.8356782960749958,0.9831135930964889,0.8360405266030901
