p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.04100055301380804,0.7620031114800058,0.04100068281937131,0.7620039530428724,0.041000869372096946,0.7620039974760917,0.04100087565474173
