p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.10976663529165748,0.9257920955729313,0.1433390138253753,0.9488843467920142,0.19973951150301164,0.9491280251108019,0.2005502532690897
