p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.04403310098280255,0.7731496731495774,0.04356083570829814,0.7713906856357685,0.0431700894526759,0.7715396278964052,0.043202165657270857
