p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.1785407602751149,0.7140868900939827,0.1790398450996858,0.7161671381532351,0.18057173434258228,0.7162297402382536,0.18061901489812632
