number_id,source_file,source_type,row,column,value,context,label
present_value_site_ambiguity_comparison_xi_0.5_r2_c1,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,2,1,0.00,,
present_value_site_ambiguity_comparison_xi_0.5_r2_c2,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,2,2,3.76,,
present_value_site_ambiguity_comparison_xi_0.5_r2_c3,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,2,3,1.86,,
present_value_site_ambiguity_comparison_xi_0.5_r2_c4,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,2,4,-50.53,,
present_value_site_ambiguity_comparison_xi_0.5_r2_c5,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,2,5,2.61,,
present_value_site_ambiguity_comparison_xi_0.5_r2_c6,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,2,6,1.19,,
present_value_site_ambiguity_comparison_xi_0.5_r2_c7,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,2,7,-54.41,,
present_value_site_ambiguity_comparison_xi_0.5_r3_c1,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,3,1,10.00,,
present_value_site_ambiguity_comparison_xi_0.5_r3_c2,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,3,2,0.88,,
present_value_site_ambiguity_comparison_xi_0.5_r3_c3,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,3,3,0.80,,
present_value_site_ambiguity_comparison_xi_0.5_r3_c4,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,3,4,-9.09,,
present_value_site_ambiguity_comparison_xi_0.5_r3_c5,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,3,5,2.93,,
present_value_site_ambiguity_comparison_xi_0.5_r3_c6,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,3,6,2.20,,
present_value_site_ambiguity_comparison_xi_0.5_r3_c7,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,3,7,-24.91,,
present_value_site_ambiguity_comparison_xi_0.5_r4_c1,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,4,1,15.00,,
present_value_site_ambiguity_comparison_xi_0.5_r4_c2,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,4,2,0.48,,
present_value_site_ambiguity_comparison_xi_0.5_r4_c3,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,4,3,0.45,,
present_value_site_ambiguity_comparison_xi_0.5_r4_c4,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,4,4,-6.25,,
present_value_site_ambiguity_comparison_xi_0.5_r4_c5,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,4,5,3.64,,
present_value_site_ambiguity_comparison_xi_0.5_r4_c6,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,4,6,2.91,,
present_value_site_ambiguity_comparison_xi_0.5_r4_c7,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,4,7,-20.05,,
present_value_site_ambiguity_comparison_xi_0.5_r5_c1,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,5,1,20.00,,
present_value_site_ambiguity_comparison_xi_0.5_r5_c2,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,5,2,0.26,,
present_value_site_ambiguity_comparison_xi_0.5_r5_c3,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,5,3,0.30,,
present_value_site_ambiguity_comparison_xi_0.5_r5_c4,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,5,4,15.38,,
present_value_site_ambiguity_comparison_xi_0.5_r5_c5,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,5,5,4.43,,
present_value_site_ambiguity_comparison_xi_0.5_r5_c6,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,5,6,3.66,,
present_value_site_ambiguity_comparison_xi_0.5_r5_c7,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,5,7,-17.38,,
present_value_site_ambiguity_comparison_xi_0.5_r6_c1,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,6,1,25.00,,
present_value_site_ambiguity_comparison_xi_0.5_r6_c2,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,6,2,0.16,,
present_value_site_ambiguity_comparison_xi_0.5_r6_c3,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,6,3,0.19,,
present_value_site_ambiguity_comparison_xi_0.5_r6_c4,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,6,4,18.75,,
present_value_site_ambiguity_comparison_xi_0.5_r6_c5,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,6,5,5.25,,
present_value_site_ambiguity_comparison_xi_0.5_r6_c6,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,6,6,4.42,,
present_value_site_ambiguity_comparison_xi_0.5_r6_c7,output/tables/present_value_site_ambiguity_comparison_xi_0.5.tex,latex_table_cell,6,7,-15.81,,
present_value_site_ambiguity_comparison_xi_1.0_r1_c1,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,1,1,b,,
present_value_site_ambiguity_comparison_xi_1.0_r1_c2,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,1,2,AO_det,,
present_value_site_ambiguity_comparison_xi_1.0_r1_c3,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,1,3,AO_hmc,,
present_value_site_ambiguity_comparison_xi_1.0_r1_c4,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,1,4,% Change AO,,
present_value_site_ambiguity_comparison_xi_1.0_r1_c5,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,1,5,PV_det,,
present_value_site_ambiguity_comparison_xi_1.0_r1_c6,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,1,6,PV_hmc,,
present_value_site_ambiguity_comparison_xi_1.0_r1_c7,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,1,7,% Change PV,,
present_value_site_ambiguity_comparison_xi_1.0_r2_c1,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,2,1,0.00,,
present_value_site_ambiguity_comparison_xi_1.0_r2_c2,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,2,2,3.76,,
present_value_site_ambiguity_comparison_xi_1.0_r2_c3,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,2,3,2.85,,
present_value_site_ambiguity_comparison_xi_1.0_r2_c4,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,2,4,-24.20,,
present_value_site_ambiguity_comparison_xi_1.0_r2_c5,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,2,5,2.61,,
present_value_site_ambiguity_comparison_xi_1.0_r2_c6,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,2,6,1.90,,
present_value_site_ambiguity_comparison_xi_1.0_r2_c7,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,2,7,-27.20,,
present_value_site_ambiguity_comparison_xi_1.0_r3_c1,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,3,1,10.00,,
present_value_site_ambiguity_comparison_xi_1.0_r3_c2,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,3,2,0.88,,
present_value_site_ambiguity_comparison_xi_1.0_r3_c3,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,3,3,0.83,,
present_value_site_ambiguity_comparison_xi_1.0_r3_c4,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,3,4,-5.68,,
present_value_site_ambiguity_comparison_xi_1.0_r3_c5,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,3,5,2.93,,
present_value_site_ambiguity_comparison_xi_1.0_r3_c6,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,3,6,2.55,,
present_value_site_ambiguity_comparison_xi_1.0_r3_c7,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,3,7,-12.97,,
present_value_site_ambiguity_comparison_xi_1.0_r4_c1,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,4,1,15.00,,
present_value_site_ambiguity_comparison_xi_1.0_r4_c2,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,4,2,0.48,,
present_value_site_ambiguity_comparison_xi_1.0_r4_c3,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,4,3,0.46,,
present_value_site_ambiguity_comparison_xi_1.0_r4_c4,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,4,4,-4.17,,
present_value_site_ambiguity_comparison_xi_1.0_r4_c5,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,4,5,3.64,,
present_value_site_ambiguity_comparison_xi_1.0_r4_c6,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,4,6,3.27,,
present_value_site_ambiguity_comparison_xi_1.0_r4_c7,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,4,7,-10.16,,
present_value_site_ambiguity_comparison_xi_1.0_r5_c1,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,5,1,20.00,,
present_value_site_ambiguity_comparison_xi_1.0_r5_c2,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,5,2,0.26,,
present_value_site_ambiguity_comparison_xi_1.0_r5_c3,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,5,3,0.28,,
present_value_site_ambiguity_comparison_xi_1.0_r5_c4,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,5,4,7.69,,
present_value_site_ambiguity_comparison_xi_1.0_r5_c5,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,5,5,4.43,,
present_value_site_ambiguity_comparison_xi_1.0_r5_c6,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,5,6,4.03,,
present_value_site_ambiguity_comparison_xi_1.0_r5_c7,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,5,7,-9.03,,
present_value_site_ambiguity_comparison_xi_1.0_r6_c1,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,6,1,25.00,,
present_value_site_ambiguity_comparison_xi_1.0_r6_c2,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,6,2,0.16,,
present_value_site_ambiguity_comparison_xi_1.0_r6_c3,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,6,3,0.18,,
present_value_site_ambiguity_comparison_xi_1.0_r6_c4,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,6,4,12.50,,
present_value_site_ambiguity_comparison_xi_1.0_r6_c5,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,6,5,5.25,,
present_value_site_ambiguity_comparison_xi_1.0_r6_c6,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,6,6,4.82,,
present_value_site_ambiguity_comparison_xi_1.0_r6_c7,output/tables/present_value_site_ambiguity_comparison_xi_1.0.tex,latex_table_cell,6,7,-8.19,,
present_value_site_ambiguity_comparison_xi_2.0_r1_c1,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,1,1,b,,
present_value_site_ambiguity_comparison_xi_2.0_r1_c2,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,1,2,AO_det,,
present_value_site_ambiguity_comparison_xi_2.0_r1_c3,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,1,3,AO_hmc,,
present_value_site_ambiguity_comparison_xi_2.0_r1_c4,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,1,4,% Change AO,,
present_value_site_ambiguity_comparison_xi_2.0_r1_c5,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,1,5,PV_det,,
present_value_site_ambiguity_comparison_xi_2.0_r1_c6,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,1,6,PV_hmc,,
present_value_site_ambiguity_comparison_xi_2.0_r1_c7,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,1,7,% Change PV,,
present_value_site_ambiguity_comparison_xi_2.0_r2_c1,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,2,1,0.00,,
present_value_site_ambiguity_comparison_xi_2.0_r2_c2,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,2,2,3.76,,
present_value_site_ambiguity_comparison_xi_2.0_r2_c3,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,2,3,3.21,,
present_value_site_ambiguity_comparison_xi_2.0_r2_c4,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,2,4,-14.63,,
present_value_site_ambiguity_comparison_xi_2.0_r2_c5,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,2,5,2.61,,
present_value_site_ambiguity_comparison_xi_2.0_r2_c6,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,2,6,2.17,,
present_value_site_ambiguity_comparison_xi_2.0_r2_c7,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,2,7,-16.86,,
present_value_site_ambiguity_comparison_xi_2.0_r3_c1,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,3,1,10.00,,
present_value_site_ambiguity_comparison_xi_2.0_r3_c2,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,3,2,0.88,,
present_value_site_ambiguity_comparison_xi_2.0_r3_c3,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,3,3,0.87,,
present_value_site_ambiguity_comparison_xi_2.0_r3_c4,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,3,4,-1.14,,
present_value_site_ambiguity_comparison_xi_2.0_r3_c5,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,3,5,2.93,,
present_value_site_ambiguity_comparison_xi_2.0_r3_c6,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,3,6,2.71,,
present_value_site_ambiguity_comparison_xi_2.0_r3_c7,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,3,7,-7.51,,
present_value_site_ambiguity_comparison_xi_2.0_r4_c1,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,4,1,15.00,,
present_value_site_ambiguity_comparison_xi_2.0_r4_c2,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,4,2,0.48,,
present_value_site_ambiguity_comparison_xi_2.0_r4_c3,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,4,3,0.47,,
present_value_site_ambiguity_comparison_xi_2.0_r4_c4,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,4,4,-2.08,,
present_value_site_ambiguity_comparison_xi_2.0_r4_c5,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,4,5,3.64,,
present_value_site_ambiguity_comparison_xi_2.0_r4_c6,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,4,6,3.42,,
present_value_site_ambiguity_comparison_xi_2.0_r4_c7,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,4,7,-6.04,,
present_value_site_ambiguity_comparison_xi_2.0_r5_c1,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,5,1,20.00,,
present_value_site_ambiguity_comparison_xi_2.0_r5_c2,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,5,2,0.26,,
present_value_site_ambiguity_comparison_xi_2.0_r5_c3,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,5,3,0.27,,
present_value_site_ambiguity_comparison_xi_2.0_r5_c4,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,5,4,3.85,,
present_value_site_ambiguity_comparison_xi_2.0_r5_c5,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,5,5,4.43,,
present_value_site_ambiguity_comparison_xi_2.0_r5_c6,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,5,6,4.19,,
present_value_site_ambiguity_comparison_xi_2.0_r5_c7,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,5,7,-5.42,,
present_value_site_ambiguity_comparison_xi_2.0_r6_c1,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,6,1,25.00,,
present_value_site_ambiguity_comparison_xi_2.0_r6_c2,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,6,2,0.16,,
present_value_site_ambiguity_comparison_xi_2.0_r6_c3,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,6,3,0.18,,
present_value_site_ambiguity_comparison_xi_2.0_r6_c4,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,6,4,12.50,,
present_value_site_ambiguity_comparison_xi_2.0_r6_c5,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,6,5,5.25,,
present_value_site_ambiguity_comparison_xi_2.0_r6_c6,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,6,6,5.00,,
present_value_site_ambiguity_comparison_xi_2.0_r6_c7,output/tables/present_value_site_ambiguity_comparison_xi_2.0.tex,latex_table_cell,6,7,-4.76,,
transfer_cost_1043site_41.11pa_15year_det_r1_c1,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,1,1,pe,,
transfer_cost_1043site_41.11pa_15year_det_r1_c2,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,1,2,b,,
transfer_cost_1043site_41.11pa_15year_det_r1_c3,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,1,3,net captured emissions,,
transfer_cost_1043site_41.11pa_15year_det_r1_c4,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,1,4,discounted net transfers,,
transfer_cost_1043site_41.11pa_15year_det_r1_c5,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,1,5,discounted effective costs,,
transfer_cost_1043site_41.11pa_15year_det_r2_c1,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,2,1,6.80,,
transfer_cost_1043site_41.11pa_15year_det_r2_c2,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,2,2,0,,
transfer_cost_1043site_41.11pa_15year_det_r2_c3,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,2,3,-12.11,,
transfer_cost_1043site_41.11pa_15year_det_r2_c4,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,2,4,0.00,,
transfer_cost_1043site_41.11pa_15year_det_r2_c5,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,2,5,nan,,
transfer_cost_1043site_41.11pa_15year_det_r3_c1,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,3,1,16.80,,
transfer_cost_1043site_41.11pa_15year_det_r3_c2,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,3,2,10,,
transfer_cost_1043site_41.11pa_15year_det_r3_c3,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,3,3,6.68,,
transfer_cost_1043site_41.11pa_15year_det_r3_c4,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,3,4,0.56,,
transfer_cost_1043site_41.11pa_15year_det_r3_c5,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,3,5,3.56,,
transfer_cost_1043site_41.11pa_15year_det_r4_c1,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,4,1,21.80,,
transfer_cost_1043site_41.11pa_15year_det_r4_c2,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,4,2,15,,
transfer_cost_1043site_41.11pa_15year_det_r4_c3,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,4,3,8.83,,
transfer_cost_1043site_41.11pa_15year_det_r4_c4,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,4,4,1.12,,
transfer_cost_1043site_41.11pa_15year_det_r4_c5,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,4,5,6.33,,
transfer_cost_1043site_41.11pa_15year_det_r5_c1,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,5,1,26.80,,
transfer_cost_1043site_41.11pa_15year_det_r5_c2,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,5,2,20,,
transfer_cost_1043site_41.11pa_15year_det_r5_c3,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,5,3,9.75,,
transfer_cost_1043site_41.11pa_15year_det_r5_c4,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,5,4,1.66,,
transfer_cost_1043site_41.11pa_15year_det_r5_c5,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,5,5,8.92,,
transfer_cost_1043site_41.11pa_15year_det_r6_c1,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,6,1,31.80,,
transfer_cost_1043site_41.11pa_15year_det_r6_c2,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,6,2,25,,
transfer_cost_1043site_41.11pa_15year_det_r6_c3,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,6,3,10.32,,
transfer_cost_1043site_41.11pa_15year_det_r6_c4,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,6,4,2.21,,
transfer_cost_1043site_41.11pa_15year_det_r6_c5,output/tables/transfer_cost_1043site_41.11pa_15year_det.tex,latex_table_cell,6,5,11.50,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r1_c1,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,1,1,pe,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r1_c2,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,1,2,b,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r1_c3,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,1,3,net captured emissions,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r1_c4,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,1,4,discounted net transfers,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r1_c5,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,1,5,discounted effective costs,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r2_c1,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,2,1,4.80,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r2_c2,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,2,2,0,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r2_c3,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,2,3,-10.73,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r2_c4,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,2,4,0.00,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r2_c5,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,2,5,nan,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r3_c1,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,3,1,14.80,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r3_c2,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,3,2,10,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r3_c3,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,3,3,6.11,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r3_c4,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,3,4,0.51,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r3_c5,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,3,5,3.63,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r4_c1,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,4,1,19.80,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r4_c2,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,4,2,15,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r4_c3,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,4,3,8.36,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r4_c4,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,4,4,1.06,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r4_c5,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,4,5,6.57,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r5_c1,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,5,1,24.80,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r5_c2,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,5,2,20,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r5_c3,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,5,3,9.34,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r5_c4,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,5,4,1.59,,
transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0_r5_c5,output/tables/transfer_cost_1043site_41.11pa_15year_hmc_xi_1.0.tex,latex_table_cell,5,5,9.31,,
