p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.047446464778127084,0.7939170502438646,0.04901103512351017,0.8014342169584464,0.05126518937156946,0.8017765848992895,0.0513511329557734
