p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.056761207057921745,0.8286671746263532,0.060846357324338754,0.8421790092869241,0.06679337525954114,0.8426357035260228,0.06698214271836736
