gamma_sigma_u_10th,gamma_sigma_v_10th,theta_sigma_u_10th,theta_sigma_v_10th,gamma_sigma_u_50th,gamma_sigma_v_50th,theta_sigma_u_50th,theta_sigma_v_50th,gamma_sigma_u_90th,gamma_sigma_v_90th,theta_sigma_u_90th,theta_sigma_v_90th
0.12166413400000001,0.179151207,0.371974754,0.292855827,0.12524391,0.19919398,0.38933841999999996,0.369443825,0.12912642,0.22305459,0.407612876,0.45867700100000003
