date,predict
2002-12-31,0.9999947920964343
2003-01-31,0.9999803706042653
2003-02-28,0.9999196334619613
2003-03-31,0.9996792835578472
2003-04-30,0.9992928319375525
2003-05-31,0.9990476991342151
2003-06-30,0.9994029741910843
2003-07-31,0.999895478254485
2003-08-31,0.999987711248499
2003-09-30,0.9999960201898443
2003-10-31,0.999996178920664
2003-11-30,0.9999953877611527
2003-12-31,0.9999022789938772
2004-01-31,0.9973691489046084
2004-02-29,0.9471620296431237
2004-03-31,0.6752293927645806
2004-04-30,0.3246843423158248
2004-05-31,0.1503744384405331
2004-06-30,0.07318469191059007
2004-07-31,0.03452464434757164
2004-08-31,0.016261530609153408
2004-09-30,0.004520994203054643
2004-10-31,0.0006820961053030713
2004-11-30,0.00013724166614079126
2004-12-31,3.919587412717664e-05
2005-01-31,1.1739880302298848e-05
2005-02-28,2.5604454922611643e-06
2005-03-31,5.674715053873361e-07
2005-04-30,2.032675317454436e-07
2005-05-31,1.9931906144128907e-07
2005-06-30,1.922156878463009e-07
2005-07-31,2.2239072921387425e-07
2005-08-31,1.1239364498831316e-07
2005-09-30,7.063485500327147e-08
2005-10-31,3.070764623920396e-07
2005-11-30,3.576777177673896e-07
2005-12-31,9.993327355608582e-08
2006-01-31,1.6812948844916956e-08
2006-02-28,1.226094335479251e-08
2006-03-31,8.921631638951088e-09
2006-04-30,9.266515981640787e-09
2006-05-31,8.196562909573509e-09
2006-06-30,3.144770339737297e-09
2006-07-31,7.0845068300377605e-09
2006-08-31,2.702848023284866e-07
2006-09-30,1.5485408892713638e-06
2006-10-31,8.888901121885525e-06
2006-11-30,9.020184051465103e-07
2006-12-31,2.48338429419561e-07
2007-01-31,1.7203413593321675e-07
2007-02-28,2.2339334977630735e-07
2007-03-31,3.3175315452020433e-07
2007-04-30,2.2772811910968073e-07
2007-05-31,1.4560131301538654e-07
2007-06-30,2.9951619972944095e-07
2007-07-31,7.59946964537338e-06
2007-08-31,6.427743323470681e-05
2007-09-30,0.0004285125452505435
2007-10-31,0.014365821359129956
2007-11-30,0.31584610066781477
2007-12-31,0.5544098749567153
2008-01-31,0.6490126423840413
2008-02-29,0.7356886396332065
2008-03-31,0.8536989375168864
2008-04-30,0.9506839272270721
2008-05-31,0.9926461750143719
2008-06-30,0.9999593752770685
2008-07-31,0.9999990973257791
2008-08-31,0.9999995005818615
2008-09-30,0.9999990272355788
2008-10-31,0.9999986814821279
2008-11-30,0.9999965971620585
2008-12-31,0.9999800787988313
2009-01-31,0.9999588200084163
2009-02-28,0.9998088884392002
2009-03-31,0.9994095121073759
2009-04-30,0.9992604450476303
2009-05-31,0.9993590240262951
2009-06-30,0.9997485116515699
2009-07-31,0.9999167980137685
2009-08-31,0.9999140182756028
2009-09-30,0.9997487066623171
2009-10-31,0.9993309857891428
2009-11-30,0.9981604504954908
2009-12-31,0.9971184099710428
2010-01-31,0.9966485087803855
2010-02-28,0.996385165396217
2010-03-31,0.9968544173158563
2010-04-30,0.9975197469283839
2010-05-31,0.9976256781472362
2010-06-30,0.9981449761118628
2010-07-31,0.9992373919925877
2010-08-31,0.999875208993737
2010-09-30,0.9999902124808178
2010-10-31,0.9999987490964352
2010-11-30,0.999999953045916
2010-12-31,0.9999996688958939
2011-01-31,0.9999995114743626
2011-02-28,0.9999994505221625
2011-03-31,0.9999995535307422
2011-04-30,0.999999508653964
2011-05-31,0.9999990704269863
2011-06-30,0.9999971540105574
2011-07-31,0.9999985976171671
2011-08-31,0.9999995182593034
2011-09-30,0.9999984679435924
2011-10-31,0.9999967113242367
2011-11-30,0.9999988421247845
2011-12-31,0.9999991897898766
2012-01-31,0.9999983156181972
2012-02-29,0.999998020234186
2012-03-31,0.9999938045707282
2012-04-30,0.9999895521169818
2012-05-31,0.9999756287026351
2012-06-30,0.9999256823168291
2012-07-31,0.9998014757428824
2012-08-31,0.9997191487531769
2012-09-30,0.9998361624826066
2012-10-31,0.9999317223605891
2012-11-30,0.9999647891723767
2012-12-31,0.9999630127158453
2013-01-31,0.9999621808104445
2013-02-28,0.9999664052104197
2013-03-31,0.9999650045544207
2013-04-30,0.9999740232055758
2013-05-31,0.9999575907760682
2013-06-30,0.9999510967664249
2013-07-31,0.9999821516019076
2013-08-31,0.9999824350282935
2013-09-30,0.9999815627007892
2013-10-31,0.999995684949555
2013-11-30,0.9999962833174156
2013-12-31,0.9999979539060078
2014-01-31,0.9999993331161313
2014-02-28,0.9999993387128737
2014-03-31,0.9999996921091471
2014-04-30,0.9999997599308874
2014-05-31,0.999999753555388
2014-06-30,0.9999998148762359
2014-07-31,0.9999999140925447
2014-08-31,0.999999942105889
2014-09-30,0.9999999900135208
2014-10-31,0.9999999921740255
2014-11-30,0.9999999990638457
2014-12-31,0.999999999167585
2015-01-31,0.9999999992427888
2015-02-28,0.9999999989697699
2015-03-31,0.9999999991375148
2015-04-30,0.9999999995433768
2015-05-31,0.9999999995618509
2015-06-30,0.9999999994134896
2015-07-31,0.9999999992517132
2015-08-31,0.9999999991755999
2015-09-30,0.9999999984191845
2015-10-31,0.9999999965597226
2015-11-30,0.9999999959192678
2015-12-31,0.9999999965110078
2016-01-31,0.9999999951791096
2016-02-29,0.9999999959314323
2016-03-31,0.9999999961623871
2016-04-30,0.9999999947283413
2016-05-31,0.9999999724180387
2016-06-30,0.9999999582009318
2016-07-31,0.9999999708331875
2016-08-31,0.9999999586849535
2016-09-30,0.9999999641869983
2016-10-31,0.9999999785777052
2016-11-30,0.9999999786753053
2016-12-31,0.9999999629993119
2017-01-31,0.9999999576611467
2017-02-28,0.9999999310649651
2017-03-31,0.9999998924462319
2017-04-30,0.9999998761611059
2017-05-31,0.999999844563218
2017-06-30,0.999999419926778
2017-07-31,0.9999990201111157
2017-08-31,0.999999156982554
2017-09-30,0.9999999681543846
2017-10-31,0.9999999237880417
2017-11-30,0.9999998694368145
2017-12-31,0.9999941297351208
