10th_percentile,50th_percentile,90th_percentile
3.96488067,4.04649745,4.12589509
-0.6909566070000001,-0.511796515,-0.3252168959999999
-0.571440819,-0.41067734499999997,-0.24243412599999978
-0.606295974,1.3300488000000001,3.25815556
-3.43346853,-1.50515905,0.4519445520000009
-0.18614935999999999,-0.120795055,-0.054296180299999997
-0.0736652579,-0.0264866755,0.019510635600000003
0.447185434,0.49043455,0.532841095
