p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.045274663088491915,0.7795999801140486,0.04515042983938771,0.7799258702234532,0.04525191966373551,0.780133965345118,0.045303137841730456
