p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.1869865666798664,0.729806773720859,0.19092763686078307,0.7405009201984941,0.19968586980073322,0.740712393076299,0.1998565893527462
