p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.04100337454368958,0.7620213420495409,0.0410046415416989,0.7620294747010602,0.04100641565456552,0.7620295528967568,0.04100643233336948
