p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.18098159002431868,0.7160716525003374,0.18050233153212564,0.7162061657855902,0.1806639029391908,0.7163041731375699,0.18073358067349127
