p_C0_1,p_C1_1,p_C1_2,p_C2_1,p_C2_2,p_C2_3,p_C2_4
0.17400112818801683,0.70700248604098,0.17400173136435446,0.7070041906403727,0.17400292319730695,0.707004203803502,0.17400293299399863
